game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases,source_games,source_reports_count,source_rows_merged,origin_classes,filter_statuses,filter_match_types
DOFUS,pt,A18,a18,tb_only,tb_filtered_base,True,,,True,False,False,False,A18,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A19,a19,tb_only,tb_filtered_base,True,,,True,False,False,False,A19,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A20,a20,tb_only,tb_filtered_base,True,,,True,False,False,False,A20,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A21,a21,tb_only,tb_filtered_base,True,,,True,False,False,False,A21,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A22,a22,tb_only,tb_filtered_base,True,,,True,False,False,False,A22,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A23,a23,tb_only,tb_filtered_base,True,,,True,False,False,False,A23,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A24,a24,tb_only,tb_filtered_base,True,,,True,False,False,False,A24,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A25,a25,tb_only,tb_filtered_base,True,,,True,False,False,False,A25,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A26,a26,tb_only,tb_filtered_base,True,,,True,False,False,False,A26,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A27,a27,tb_only,tb_filtered_base,True,,,True,False,False,False,A27,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A28,a28,tb_only,tb_filtered_base,True,,,True,False,False,False,A28,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A29,a29,tb_only,tb_filtered_base,True,,,True,False,False,False,A29,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A30,a30,tb_only,tb_filtered_base,True,,,True,False,False,False,A30,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A31,a31,tb_only,tb_filtered_base,True,,,True,False,False,False,A31,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A32,a32,tb_only,tb_filtered_base,True,,,True,False,False,False,A32,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A33,a33,tb_only,tb_filtered_base,True,,,True,False,False,False,A33,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A34,a34,tb_only,tb_filtered_base,True,,,True,False,False,False,A34,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A35,a35,tb_only,tb_filtered_base,True,,,True,False,False,False,A35,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A36,a36,tb_only,tb_filtered_base,True,,,True,False,False,False,A36,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A37,a37,tb_only,tb_filtered_base,True,,,True,False,False,False,A37,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A38,a38,tb_only,tb_filtered_base,True,,,True,False,False,False,A38,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A39,a39,tb_only,tb_filtered_base,True,,,True,False,False,False,A39,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A40,a40,tb_only,tb_filtered_base,True,,,True,False,False,False,A40,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A41,a41,tb_only,tb_filtered_base,True,,,True,False,False,False,A41,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A42,a42,tb_only,tb_filtered_base,True,,,True,False,False,False,A42,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A43,a43,tb_only,tb_filtered_base,True,,,True,False,False,False,A43,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A44,a44,tb_only,tb_filtered_base,True,,,True,False,False,False,A44,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A45,a45,tb_only,tb_filtered_base,True,,,True,False,False,False,A45,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A46,a46,tb_only,tb_filtered_base,True,,,True,False,False,False,A46,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A47,a47,tb_only,tb_filtered_base,True,,,True,False,False,False,A47,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A48,a48,tb_only,tb_filtered_base,True,,,True,False,False,False,A48,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A49,a49,tb_only,tb_filtered_base,True,,,True,False,False,False,A49,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A50,a50,tb_only,tb_filtered_base,True,,,True,False,False,False,A50,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A51,a51,tb_only,tb_filtered_base,True,,,True,False,False,False,A51,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A52,a52,tb_only,tb_filtered_base,True,,,True,False,False,False,A52,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A53,a53,tb_only,tb_filtered_base,True,,,True,False,False,False,A53,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Aardala,aardala,tb_only,tb_filtered_base,True,,,True,False,False,False,Aardala,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,pt,Aaron,aaron,tb_only,tb_filtered_base,True,,,True,False,False,False,Aaron,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,pt,Aasimar,aasimar,tb_only,tb_filtered_base,True,,,True,False,False,False,Aasimar,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,AATCHIM,aatchim,corpus_only,corpus_aff_form,False,,,False,True,False,False,Atchim,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS,pt,Aazimar,aazimar,tb_only,tb_filtered_base,True,,,True,False,False,False,Aazimar,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Abacabotas,abacabotas,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacabotas,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Abacachila,abacachila,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacachila,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Abacamáscara,abacamáscara,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacamáscara,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Abacapa,abacapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacapa,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Abacaxila,abacaxila,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacaxila,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abagage,abagage,tb_only,tb_filtered_base,True,,,True,False,False,False,Abagage,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abarro,abarro,tb_only,tb_filtered_base,True,,,True,False,False,False,Abarro,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,abatia,abatia,corpus_only,corpus_aff_form,False,,,False,True,False,False,Batu,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS,pt,Abby,abby,tb_only,tb_filtered_base,True,,,True,False,False,False,Abby,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abdominação,abdominação,tb_only,tb_filtered_base,True,,,True,False,False,False,Abdominação,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abdominável,abdominável,tb_only,tb_filtered_base,True,,,True,False,False,False,Abdominável,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Abebeh,abebeh,tb_only,tb_filtered_base,True,,,True,False,False,False,Abebeh,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,abecê,abecê,corpus_only,corpus_aff_form,False,,,False,True,False,False,Becê,,,,,,,,,DOFUS,1,1,corpus_only,,
RETRO,pt,Abefun,abefun,tb_only,tb_filtered_base,True,,,True,False,False,False,Abefun,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,abelhas,abelhas,corpus_only,corpus_aff_form,False,,,False,True,False,False,Belha,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS | RETRO,pt,Abely,abely,tb_only,tb_filtered_base,True,,,True,False,False,False,Abely,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,pt,Aberturinimigo,aberturinimigo,tb_only,tb_filtered_base,True,,,True,False,False,False,Aberturinimigo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Abewolu,abewolu,tb_only,tb_filtered_base,True,,,True,False,False,False,Abewolu,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Abipaca,abipaca,tb_only,tb_filtered_base,True,,,True,False,False,False,Abipaca,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Abissalino,abissalino,tb_only,tb_filtered_base,True,,,True,False,False,False,Abissalino,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Abjugardiel,abjugardiel,tb_only,tb_filtered_base,True,,,True,False,False,False,Abjugardiel,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Ablabzão,ablabzão,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablabzão,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO,pt,Ablaru,ablaru,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablaru,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,pt,Ablívio,ablívio,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablívio,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abmarac,abmarac,tb_only,tb_filtered_base,True,,,True,False,False,False,Abmarac,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abobolição,abobolição,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobolição,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Aboboranha,aboboranha,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboboranha,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Aboborcego,aboborcego,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboborcego,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abobowada,abobowada,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobowada,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abobowinha,abobowinha,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobowinha,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abobumelo,abobumelo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobumelo,B,,B,B,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Abomirol,abomirol,tb_only,tb_filtered_base,True,,,True,False,False,False,Abomirol,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Abordança,abordança,tb_only,tb_filtered_base,True,,,True,False,False,False,Abordança,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Aborigelo,aborigelo,tb_only,tb_filtered_base,True,,,True,False,False,False,Aborigelo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abostecido,abostecido,tb_only,tb_filtered_base,True,,,True,False,False,False,Abostecido,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Aboub,aboub,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboub,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Abracadabra,abracadabra,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bracadabra,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS,pt,Abraini,abraini,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraini,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abrakadabra,abrakadabra,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakadabra,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abrakadabrra,abrakadabrra,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakadabrra,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abrakapa,abrakapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakapa,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Abraknyde,abraknyde,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknyde,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAVEN,pt,Abral,abral,tb_only,tb_filtered_base,True,,,True,False,False,False,Abral,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,pt,abram,abram,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bram,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS,pt,Abrarredura,abrarredura,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrarredura,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abraspinho,abraspinho,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraspinho,B,,B,B,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO,pt,Abrazelon,abrazelon,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrazelon,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,pt,Abrescimento,abrescimento,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrescimento,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Absolum,absolum,tb_only,tb_filtered_base,True,,,True,False,False,False,Absolum,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Absowção,absowção,tb_only,tb_filtered_base,True,,,True,False,False,False,Absowção,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | WAVEN,pt,Abst,abst,tb_only,tb_filtered_base,True,,,True,False,False,False,Abst,,,,,kept_neologism,,,,DOFUS | WAVEN,2,2,tb_only,kept_neologism,
WAVEN,pt,Absts,absts,tb_only,tb_filtered_base,True,,,True,False,False,False,Absts,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,pt,Abub,abub,tb_only,tb_filtered_base,True,,,True,False,False,False,Abub,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abubado,abubado,tb_only,tb_filtered_base,True,,,True,False,False,False,Abubado,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,abusada,abusada,corpus_only,corpus_aff_form,False,,,False,True,False,False,Busada,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS,pt,Abusoleto,abusoleto,tb_only,tb_filtered_base,True,,,True,False,False,False,Abusoleto,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abutrovão,abutrovão,tb_only,tb_filtered_base,True,,,True,False,False,False,Abutrovão,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abutrovão-Visual,abutrovão-visual,tb_only,tb_filtered_base,True,,,True,False,False,False,Abutrovão-Visual,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abwakwadabwa,abwakwadabwa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abwakwadabwa,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abëthik,abëthik,tb_only,tb_filtered_base,True,,,True,False,False,False,Abëthik,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | WAVEN,pt,Abóbowa,abóbowa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abóbowa | abóbowa,B,,B,B,kept_neologism,,,,DOFUS | WAVEN,2,3,tb_only,kept_neologism,
WAVEN,pt,Abóbowas,abóbowas,tb_only,tb_filtered_base,True,,,True,False,False,False,Abóbowas,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
RETRO,pt,Abópota,abópota,tb_only,tb_filtered_base,True,,,True,False,False,False,Abópota,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Acabague,acabague,tb_only,tb_filtered_base,True,,,True,False,False,False,Acabague,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Acaplut,acaplut,tb_only,tb_filtered_base,True,,,True,False,False,False,Acaplut,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Accompli,accompli,tb_only,tb_filtered_base,True,,,True,False,False,False,Accompli,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Ace,ace,tb_only,tb_filtered_base,True,,,True,False,False,False,Ace,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Acebavec,acebavec,tb_only,tb_filtered_base,True,,,True,False,False,False,Acebavec,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Acebugu,acebugu,tb_only,tb_filtered_base,True,,,True,False,False,False,Acebugu,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Acehofa,acehofa,tb_only,tb_filtered_base,True,,,True,False,False,False,Acehofa,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,acelera,acelera,corpus_only,corpus_aff_form,False,,,False,True,False,False,Celera,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS,pt,Acelerobi,acelerobi,tb_only,tb_filtered_base,True,,,True,False,False,False,Acelerobi,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Achapatadas,achapatadas,tb_only,tb_filtered_base,True,,,True,False,False,False,Achapatadas,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,ache,ache,corpus_only,corpus_aff_form,False,,,False,True,False,False,Che,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS,pt,Acheese,acheese,tb_only,tb_filtered_base,True,,,True,False,False,False,Acheese,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,pt,Achmea,achmea,tb_only,tb_filtered_base,True,,,True,False,False,False,Achmea,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,pt,acho,acho,corpus_only,corpus_aff_form,False,,,False,True,False,False,Cho,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS | RETRO,pt,Acidrik,acidrik,tb_only,tb_filtered_base,True,,,True,False,False,False,Acidrik,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS | RETRO,pt,Aclou,aclou,tb_only,tb_filtered_base,True,,,True,False,False,False,Aclou,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,pt,Acluofobia,acluofobia,tb_only,tb_filtered_base,True,,,True,False,False,False,Acluofobia,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Acofituf,acofituf,tb_only,tb_filtered_base,True,,,True,False,False,False,Acofituf,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Acos,acos,tb_only,tb_filtered_base,True,,,True,False,False,False,Acos,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Acoseude,acoseude,tb_only,tb_filtered_base,True,,,True,False,False,False,Acoseude,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Acrobola,acrobola,tb_only,tb_filtered_base,True,,,True,False,False,False,Acrobola,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Acrosporo,acrosporo,tb_only,tb_filtered_base,True,,,True,False,False,False,Acrosporo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Actio,actio,tb_only,tb_filtered_base,True,,,True,False,False,False,Actio,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Acudob,acudob,tb_only,tb_filtered_base,True,,,True,False,False,False,Acudob,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Acugrau,acugrau,tb_only,tb_filtered_base,True,,,True,False,False,False,Acugrau,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | RETRO,pt,Aculepa,aculepa,tb_only,tb_filtered_base,True,,,True,False,False,False,Aculepa,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
RETRO,pt,AdagaUletet,adagauletet,tb_only,tb_filtered_base,True,,,True,False,False,False,AdagaUletet,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Adageola,adageola,tb_only,tb_filtered_base,True,,,True,False,False,False,Adageola,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Adagosmentas,adagosmentas,tb_only,tb_filtered_base,True,,,True,False,False,False,Adagosmentas,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Adagossada,adagossada,tb_only,tb_filtered_base,True,,,True,False,False,False,Adagossada,B,,B,B,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,adagossadas,adagossadas,corpus_only,corpus_aff_form,False,,,False,True,False,False,Adagossada,,,,,,,,,DOFUS,1,1,corpus_only,,
RETRO,pt,Adaguisas,adaguisas,tb_only,tb_filtered_base,True,,,True,False,False,False,Adaguisas,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,pt,Adaguises,adaguises,tb_only,tb_filtered_base,True,,,True,False,False,False,Adaguises,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Adaguna,adaguna,tb_only,tb_filtered_base,True,,,True,False,False,False,Adaguna,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Adagwaii,adagwaii,tb_only,tb_filtered_base,True,,,True,False,False,False,Adagwaii,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO,pt,Adamu,adamu,tb_only,tb_filtered_base,True,,,True,False,False,False,Adamu,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,pt,adan,adan,corpus_only,corpus_aff_form,False,,,False,True,False,False,Dan,,,,,,,,,DOFUS,1,1,corpus_only,,
RETRO,pt,Adaumu,adaumu,tb_only,tb_filtered_base,True,,,True,False,False,False,Adaumu,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,adegas,adegas,corpus_only,corpus_aff_form,False,,,False,True,False,False,Dego,,,,,,,,,DOFUS,1,1,corpus_only,,
DOFUS | RETRO,pt,Adelus,adelus,tb_only,tb_filtered_base,True,,,True,False,False,False,Adelus,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,pt,Adelé,adelé,tb_only,tb_filtered_base,True,,,True,False,False,False,Adelé,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,pt,Adepouille,adepouille,tb_only,tb_filtered_base,True,,,True,False,False,False,Adepouille,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
