game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases
RETRO,pt,Aelelydae,aelelydae,tb_only,tb_filtered_base,True,item.6340.name,item:6340,True,False,False,False,Aelelydae,,,,,kept_neologism,,,
RETRO,pt,Aelewawac,aelewawac,tb_only,tb_filtered_base,True,item.3177.name,item:3177,True,False,False,False,Aelewawac,,,,,kept_neologism,,,
RETRO,pt,Aelilotte,aelilotte,tb_only,tb_filtered_base,True,item.5287.name,item:5287,True,False,False,False,Aelilotte,,,,,kept_neologism,,,
RETRO,pt,Aelomul,aelomul,tb_only,tb_filtered_base,True,item.4897.name,item:4897,True,False,False,False,Aelomul,,,,,kept_neologism,,,
RETRO,pt,Aelowawe,aelowawe,tb_only,tb_filtered_base,True,item.3189.name,item:3189,True,False,False,False,Aelowawe,,,,,kept_neologism,,,
RETRO,pt,Aelowiw,aelowiw,tb_only,tb_filtered_base,True,item.5579.name,item:5579,True,False,False,False,Aelowiw,,,,,kept_neologism,,,
RETRO,pt,Aeloworau,aeloworau,tb_only,tb_filtered_base,True,item.5304.name,item:5304,True,False,False,False,Aeloworau,,,,,kept_neologism,,,
RETRO,pt,Aelulae,aelulae,tb_only,tb_filtered_base,True,item.5777.name,item:5777,True,False,False,False,Aelulae,,,,,kept_neologism,,,
RETRO,pt,Aelusato,aelusato,tb_only,tb_filtered_base,True,item.5674.name,item:5674,True,False,False,False,Aelusato,,,,,kept_neologism,,,
RETRO,pt,Aelyake,aelyake,tb_only,tb_filtered_base,True,item.3122.name,item:3122,True,False,False,False,Aelyake,,,,,kept_neologism,,,
RETRO,pt,Aenon,aenon,tb_only,tb_filtered_base,True,item.4493.name,item:4493,True,False,False,False,Aenon,,,,,kept_neologism,,,
RETRO,pt,Aer,aer,tb_only,tb_filtered_base,True,item.16008.name | item.16019.name | item.16290.name | item.16291.name | item.16292.name | item.16308.name | item.16309.name | item.16310.name | item.16326.name | item.16327.name | item.16328.name,item:16008,True,False,False,False,Aer,,,,,kept_neologism,,,
RETRO,pt,Aera,aera,tb_only,tb_filtered_base,True,monster.2895.name,monster:2895,True,False,False,False,Aera,,,,,kept_neologism,,,
RETRO,pt,Aerafal,aerafal,tb_only,tb_filtered_base,True,item.13081.name | item.13087.name | quest.557.name,item:13081,True,False,False,False,Aerafal,,,,,kept_neologism,,,
RETRO,pt,Aerda,aerda,tb_only,tb_filtered_base,True,item.7241.name,item:7241,True,False,False,False,Aerda,,,,,kept_neologism,,,
RETRO,pt,Aerdala,aerdala,tb_only,tb_filtered_base,True,item.7229.name | item.7233.name | item.7237.name | item.7245.name | item.7249.name | item.7253.name | item.7256.name | item.7344.name | item.7427.name | item.9030.name | monster.508.name | monster.509.name | monster.540.name | monster.542.name | npc.642.name | npc.643.name | quest-step.169.name | set.35.name | subarea.108.name | subarea.111.name | subarea.115.name | subarea.120.name,item:7229,True,False,False,False,Aerdala,,,,,kept_neologism,,,
RETRO,pt,Aermyne,aermyne,tb_only,tb_filtered_base,True,item.15248.name | item.7350.name | monster.446.name | npc.686.name | quest.119.name | ttg_entity.446.name,item:15248,True,False,False,False,Aermyne,,,,,kept_neologism,,,
RETRO,pt,Aerogoburius,aerogoburius,tb_only,tb_filtered_base,True,item.8376.name | monster.904.name,item:8376,True,False,False,False,Aerogoburius,,,,,kept_neologism,,,
RETRO,pt,Aeroktor,aeroktor,tb_only,tb_filtered_base,True,item.8371.name | monster.894.name,item:8371,True,False,False,False,Aeroktor,,,,,kept_neologism,,,
RETRO,pt,Afapisu,afapisu,tb_only,tb_filtered_base,True,item.6089.name,item:6089,True,False,False,False,Afapisu,,,,,kept_neologism,,,
RETRO,pt,Afekileg,afekileg,tb_only,tb_filtered_base,True,item.4611.name,item:4611,True,False,False,False,Afekileg,,,,,kept_neologism,,,
RETRO,pt,Afelezu,afelezu,tb_only,tb_filtered_base,True,item.3389.name,item:3389,True,False,False,False,Afelezu,,,,,kept_neologism,,,
RETRO,pt,Afelolap,afelolap,tb_only,tb_filtered_base,True,item.4143.name,item:4143,True,False,False,False,Afelolap,,,,,kept_neologism,,,
RETRO,pt,Afesifru,afesifru,tb_only,tb_filtered_base,True,item.5057.name,item:5057,True,False,False,False,Afesifru,,,,,kept_neologism,,,
RETRO,pt,Affamé,affamé,tb_only,tb_filtered_base,True,item.10458.name,item:10458,True,False,False,False,Affamé,,,,,kept_neologism,,,
RETRO,pt,Afidpur,afidpur,tb_only,tb_filtered_base,True,item.5586.name,item:5586,True,False,False,False,Afidpur,,,,,kept_neologism,,,
RETRO,pt,Afikek,afikek,tb_only,tb_filtered_base,True,item.4542.name,item:4542,True,False,False,False,Afikek,,,,,kept_neologism,,,
RETRO,pt,Afilu,afilu,tb_only,tb_filtered_base,True,item.3767.name,item:3767,True,False,False,False,Afilu,,,,,kept_neologism,,,
RETRO,pt,Afirufel,afirufel,tb_only,tb_filtered_base,True,item.4752.name,item:4752,True,False,False,False,Afirufel,,,,,kept_neologism,,,
RETRO,pt,Afogosak,afogosak,tb_only,tb_filtered_base,True,item.4710.name,item:4710,True,False,False,False,Afogosak,,,,,kept_neologism,,,
RETRO,pt,Afoluse,afoluse,tb_only,tb_filtered_base,True,item.5473.name,item:5473,True,False,False,False,Afoluse,,,,,kept_neologism,,,
RETRO,pt,Afriolu,afriolu,tb_only,tb_filtered_base,True,item.3832.name,item:3832,True,False,False,False,Afriolu,,,,,kept_neologism,,,
RETRO,pt,Afroseso,afroseso,tb_only,tb_filtered_base,True,item.4445.name,item:4445,True,False,False,False,Afroseso,,,,,kept_neologism,,,
RETRO,pt,Afucoma,afucoma,tb_only,tb_filtered_base,True,item.5752.name,item:5752,True,False,False,False,Afucoma,,,,,kept_neologism,,,
RETRO,pt,Afutfrit,afutfrit,tb_only,tb_filtered_base,True,item.4176.name,item:4176,True,False,False,False,Afutfrit,,,,,kept_neologism,,,
RETRO,pt,Agaboo,agaboo,tb_only,tb_filtered_base,True,item.2922.name,item:2922,True,False,False,False,Agaboo,,,,,kept_neologism,,,
RETRO,pt,Agaceto,agaceto,tb_only,tb_filtered_base,True,item.2731.name,item:2731,True,False,False,False,Agaceto,,,,,kept_neologism,,,
RETRO,pt,Agaeb,agaeb,tb_only,tb_filtered_base,True,item.5877.name,item:5877,True,False,False,False,Agaeb,,,,,kept_neologism,,,
RETRO,pt,Agaglou,agaglou,tb_only,tb_filtered_base,True,item.5353.name,item:5353,True,False,False,False,Agaglou,,,,,kept_neologism,,,
RETRO,pt,Agakur,agakur,tb_only,tb_filtered_base,True,item.3621.name,item:3621,True,False,False,False,Agakur,,,,,kept_neologism,,,
RETRO,pt,Agalomo,agalomo,tb_only,tb_filtered_base,True,item.3354.name,item:3354,True,False,False,False,Agalomo,,,,,kept_neologism,,,
RETRO,pt,Agathe,agathe,tb_only,tb_filtered_base,True,item.7025.name | item.7028.name,item:7025,True,False,False,False,Agathe,,,,,kept_neologism,,,
RETRO,pt,Agele,agele,tb_only,tb_filtered_base,True,item.3994.name,item:3994,True,False,False,False,Agele,,,,,kept_neologism,,,
RETRO,pt,Agimnef,agimnef,tb_only,tb_filtered_base,True,item.5118.name,item:5118,True,False,False,False,Agimnef,,,,,kept_neologism,,,
RETRO,pt,Agino,agino,tb_only,tb_filtered_base,True,item.2951.name,item:2951,True,False,False,False,Agino,,,,,kept_neologism,,,
RETRO,pt,Agoconaw,agoconaw,tb_only,tb_filtered_base,True,item.4020.name,item:4020,True,False,False,False,Agoconaw,,,,,kept_neologism,,,
RETRO,pt,Agrid,agrid,tb_only,tb_filtered_base,True,npc.59.name,npc:59,True,False,False,False,Agrid,,,,,kept_neologism,,,
RETRO,pt,Agrur,agrur,tb_only,tb_filtered_base,True,item.3175.name,item:3175,True,False,False,False,Agrur,,,,,kept_neologism,,,
RETRO,pt,Aguabrial,aguabrial,tb_only,tb_filtered_base,True,item.13083.name | item.13089.name | quest.559.name,item:13083,True,False,False,False,Aguabrial,,,,,kept_neologism,,,
RETRO,pt,Aguapus,aguapus,tb_only,tb_filtered_base,True,spell.2186.name,spell:2186,True,False,False,False,Aguapus,,,,,kept_neologism,,,
RETRO,pt,Agunadlo,agunadlo,tb_only,tb_filtered_base,True,item.3226.name,item:3226,True,False,False,False,Agunadlo,,,,,kept_neologism,,,
RETRO,pt,Agunelig,agunelig,tb_only,tb_filtered_base,True,item.6062.name,item:6062,True,False,False,False,Agunelig,,,,,kept_neologism,,,
RETRO,pt,Agustiado,agustiado,tb_only,tb_filtered_base,True,spell.873.name,spell:873,True,False,False,False,Agustiado,,,,,kept_neologism,,,
RETRO,pt,Agymo,agymo,tb_only,tb_filtered_base,True,item.5511.name,item:5511,True,False,False,False,Agymo,,,,,kept_neologism,,,
RETRO,pt,Ah-Arco-Cra-Dabble,ah-arco-cra-dabble,tb_only,tb_filtered_base,True,quest-step.75.name,quest-step:75,True,False,False,False,Ah-Arco-Cra-Dabble,,,,,kept_neologism,,,
RETRO,pt,Ahaxitof,ahaxitof,tb_only,tb_filtered_base,True,item.4133.name,item:4133,True,False,False,False,Ahaxitof,,,,,kept_neologism,,,
RETRO,pt,Ahehi,ahehi,tb_only,tb_filtered_base,True,item.5512.name,item:5512,True,False,False,False,Ahehi,,,,,kept_neologism,,,
RETRO,pt,Ahenn,ahenn,tb_only,tb_filtered_base,True,npc.601.name,npc:601,True,False,False,False,Ahenn,,,,,kept_neologism,,,
RETRO,pt,Ahitem,ahitem,tb_only,tb_filtered_base,True,item.4349.name,item:4349,True,False,False,False,Ahitem,,,,,kept_neologism,,,
RETRO,pt,Ahukit,ahukit,tb_only,tb_filtered_base,True,item.5213.name,item:5213,True,False,False,False,Ahukit,,,,,kept_neologism,,,
RETRO,pt,Ahuri,ahuri,tb_only,tb_filtered_base,True,item.10491.name,item:10491,True,False,False,False,Ahuri,,,,,kept_neologism,,,
RETRO,pt,Aibig,aibig,tb_only,tb_filtered_base,True,npc.106.name,npc:106,True,False,False,False,Aibig,,,,,kept_neologism,,,
RETRO,pt,Aiblber,aiblber,tb_only,tb_filtered_base,True,item.5216.name,item:5216,True,False,False,False,Aiblber,,,,,kept_neologism,,,
RETRO,pt,Aida,aida,tb_only,tb_filtered_base,True,npc.458.name,npc:458,True,False,False,False,Aida,,,,,kept_neologism,,,
RETRO,pt,Aidesani,aidesani,tb_only,tb_filtered_base,True,item.6236.name,item:6236,True,False,False,False,Aidesani,,,,,kept_neologism,,,
RETRO,pt,Aigurraf,aigurraf,tb_only,tb_filtered_base,True,item.2110.name | npc.308.name,item:2110,True,False,False,False,Aigurraf,,,,,kept_neologism,,,
RETRO,pt,Ailelal,ailelal,tb_only,tb_filtered_base,True,item.5268.name,item:5268,True,False,False,False,Ailelal,,,,,kept_neologism,,,
RETRO,pt,Ailuya,ailuya,tb_only,tb_filtered_base,True,item.7219.name,item:7219,True,False,False,False,Ailuya,,,,,kept_neologism,,,
RETRO,pt,Aipo-Chá,aipo-chá,tb_only,tb_filtered_base,True,item.348.name,item:348,True,False,False,False,Aipo-Chá,,,,,kept_neologism,,,
RETRO,pt,Ajara,ajara,tb_only,tb_filtered_base,True,item.2718.name,item:2718,True,False,False,False,Ajara,,,,,kept_neologism,,,
RETRO,pt,Ajuje,ajuje,tb_only,tb_filtered_base,True,item.5535.name,item:5535,True,False,False,False,Ajuje,,,,,kept_neologism,,,
RETRO,pt,Akafaut,akafaut,tb_only,tb_filtered_base,True,item.5130.name,item:5130,True,False,False,False,Akafaut,,,,,kept_neologism,,,
RETRO,pt,Akalorth,akalorth,tb_only,tb_filtered_base,True,item.5846.name,item:5846,True,False,False,False,Akalorth,,,,,kept_neologism,,,
RETRO,pt,Akane,akane,tb_only,tb_filtered_base,True,npc.651.name,npc:651,True,False,False,False,Akane,,,,,kept_neologism,,,
RETRO,pt,Akare,akare,tb_only,tb_filtered_base,True,item.5540.name,item:5540,True,False,False,False,Akare,,,,,kept_neologism,,,
RETRO,pt,Akehpur,akehpur,tb_only,tb_filtered_base,True,item.3912.name,item:3912,True,False,False,False,Akehpur,,,,,kept_neologism,,,
RETRO,pt,Akeku,akeku,tb_only,tb_filtered_base,True,item.4594.name,item:4594,True,False,False,False,Akeku,,,,,kept_neologism,,,
RETRO,pt,Akelle,akelle,tb_only,tb_filtered_base,True,npc.122.name,npc:122,True,False,False,False,Akelle,,,,,kept_neologism,,,
RETRO,pt,Akeloth,akeloth,tb_only,tb_filtered_base,True,item.4097.name,item:4097,True,False,False,False,Akeloth,,,,,kept_neologism,,,
RETRO,pt,Akifit,akifit,tb_only,tb_filtered_base,True,item.4446.name,item:4446,True,False,False,False,Akifit,,,,,kept_neologism,,,
RETRO,pt,Akifum,akifum,tb_only,tb_filtered_base,True,item.6405.name,item:6405,True,False,False,False,Akifum,,,,,kept_neologism,,,
RETRO,pt,Akimipo,akimipo,tb_only,tb_filtered_base,True,item.3993.name,item:3993,True,False,False,False,Akimipo,,,,,kept_neologism,,,
RETRO,pt,Akitber,akitber,tb_only,tb_filtered_base,True,item.5359.name,item:5359,True,False,False,False,Akitber,,,,,kept_neologism,,,
RETRO,pt,Akiteudo,akiteudo,tb_only,tb_filtered_base,True,item.3228.name,item:3228,True,False,False,False,Akiteudo,,,,,kept_neologism,,,
RETRO,pt,Akohonop,akohonop,tb_only,tb_filtered_base,True,item.3914.name,item:3914,True,False,False,False,Akohonop,,,,,kept_neologism,,,
RETRO,pt,Akornaddict,akornaddict,tb_only,tb_filtered_base,True,item.15246.name | monster.463.name | npc.515.name | quest.34.name | ttg_entity.463.name,item:15246,True,False,False,False,Akornaddict,,,,,kept_neologism,,,
RETRO,pt,Akornadikt,akornadikt,tb_only,tb_filtered_base,True,item.6875.name,item:6875,True,False,False,False,Akornadikt,,,,,kept_neologism,,,
RETRO,pt,Akota,akota,tb_only,tb_filtered_base,True,item.5324.name,item:5324,True,False,False,False,Akota,,,,,kept_neologism,,,
RETRO,pt,Akuduk,akuduk,tb_only,tb_filtered_base,True,item.6315.name,item:6315,True,False,False,False,Akuduk,,,,,kept_neologism,,,
RETRO,pt,Akugeku,akugeku,tb_only,tb_filtered_base,True,item.5687.name,item:5687,True,False,False,False,Akugeku,,,,,kept_neologism,,,
RETRO,pt,Akurobig,akurobig,tb_only,tb_filtered_base,True,item.3669.name,item:3669,True,False,False,False,Akurobig,,,,,kept_neologism,,,
RETRO,pt,Akurosr,akurosr,tb_only,tb_filtered_base,True,item.4033.name,item:4033,True,False,False,False,Akurosr,,,,,kept_neologism,,,
RETRO,pt,Akust,akust,tb_only,tb_filtered_base,True,item.3473.name,item:3473,True,False,False,False,Akust,,,,,kept_neologism,,,
RETRO,pt,Akutogop,akutogop,tb_only,tb_filtered_base,True,item.4119.name,item:4119,True,False,False,False,Akutogop,,,,,kept_neologism,,,
RETRO,pt,Akwadala,akwadala,tb_only,tb_filtered_base,True,item.13164.name | item.7226.name | item.7230.name | item.7234.name | item.7238.name | item.7242.name | item.7246.name | item.7250.name | item.7254.name | item.7347.name | item.7429.name | item.9004.name | monster.504.name | monster.507.name | monster.541.name | monster.544.name | npc.634.name | set.34.name | spell.3053.name | subarea.106.name | subarea.113.name | subarea.117.name | subarea.122.name,item:13164,True,False,False,False,Akwadala,,,,,kept_neologism,,,
RETRO,pt,Alagluma,alagluma,tb_only,tb_filtered_base,True,item.4344.name,item:4344,True,False,False,False,Alagluma,,,,,kept_neologism,,,
RETRO,pt,Alakarte,alakarte,tb_only,tb_filtered_base,True,item.2086.name,item:2086,True,False,False,False,Alakarte,,,,,kept_neologism,,,
RETRO,pt,Alako,alako,tb_only,tb_filtered_base,True,item.15321.name | item.8002.name | item.8075.name | monster.747.name | ttg_entity.747.name,item:15321,True,False,False,False,Alako,,,,,kept_neologism,,,
RETRO,pt,Alalag,alalag,tb_only,tb_filtered_base,True,item.3240.name,item:3240,True,False,False,False,Alalag,,,,,kept_neologism,,,
RETRO,pt,Alalev,alalev,tb_only,tb_filtered_base,True,item.3645.name,item:3645,True,False,False,False,Alalev,,,,,kept_neologism,,,
RETRO,pt,Alaly,alaly,tb_only,tb_filtered_base,True,item.3131.name,item:3131,True,False,False,False,Alaly,,,,,kept_neologism,,,
RETRO,pt,Alamice,alamice,tb_only,tb_filtered_base,True,item.3403.name,item:3403,True,False,False,False,Alamice,,,,,kept_neologism,,,
RETRO,pt,Alanaj,alanaj,tb_only,tb_filtered_base,True,item.5436.name,item:5436,True,False,False,False,Alanaj,,,,,kept_neologism,,,
RETRO,pt,Alanavel,alanavel,tb_only,tb_filtered_base,True,item.5926.name,item:5926,True,False,False,False,Alanavel,,,,,kept_neologism,,,
RETRO,pt,Alavlaille,alavlaille,tb_only,tb_filtered_base,True,item.4593.name,item:4593,True,False,False,False,Alavlaille,,,,,kept_neologism,,,
RETRO,pt,Alawae,alawae,tb_only,tb_filtered_base,True,item.5818.name,item:5818,True,False,False,False,Alawae,,,,,kept_neologism,,,
RETRO,pt,Alawavae,alawavae,tb_only,tb_filtered_base,True,item.5164.name,item:5164,True,False,False,False,Alawavae,,,,,kept_neologism,,,
RETRO,pt,Alcey,alcey,tb_only,tb_filtered_base,True,npc.328.name,npc:328,True,False,False,False,Alcey,,,,,kept_neologism,,,
RETRO,pt,Alcolchoado,alcolchoado,tb_only,tb_filtered_base,True,monster.2382.name,monster:2382,True,False,False,False,Alcolchoado,,,,,kept_neologism,,,
RETRO,pt,Ale,ale,tb_only,tb_filtered_base,True,npc.93.name,npc:93,True,False,False,False,Ale,,,,,kept_neologism,,,
RETRO,pt,Aleba,aleba,tb_only,tb_filtered_base,True,item.3430.name,item:3430,True,False,False,False,Aleba,,,,,kept_neologism,,,
RETRO,pt,Alebaul,alebaul,tb_only,tb_filtered_base,True,item.5808.name,item:5808,True,False,False,False,Alebaul,,,,,kept_neologism,,,
RETRO,pt,Alebel,alebel,tb_only,tb_filtered_base,True,item.4453.name,item:4453,True,False,False,False,Alebel,,,,,kept_neologism,,,
RETRO,pt,Alebove,alebove,tb_only,tb_filtered_base,True,item.5401.name,item:5401,True,False,False,False,Alebove,,,,,kept_neologism,,,
RETRO,pt,Aledec,aledec,tb_only,tb_filtered_base,True,npc.448.name,npc:448,True,False,False,False,Aledec,,,,,kept_neologism,,,
RETRO,pt,Alehael,alehael,tb_only,tb_filtered_base,True,item.5702.name,item:5702,True,False,False,False,Alehael,,,,,kept_neologism,,,
RETRO,pt,Aleheule,aleheule,tb_only,tb_filtered_base,True,item.5660.name,item:5660,True,False,False,False,Aleheule,,,,,kept_neologism,,,
RETRO,pt,Aleicar,aleicar,tb_only,tb_filtered_base,True,item.818.name,item:818,True,False,False,False,Aleicar,,,,,kept_neologism,,,
RETRO,pt,Alela,alela,tb_only,tb_filtered_base,True,item.5807.name,item:5807,True,False,False,False,Alela,,,,,kept_neologism,,,
RETRO,pt,Alelae,alelae,tb_only,tb_filtered_base,True,item.3444.name,item:3444,True,False,False,False,Alelae,,,,,kept_neologism,,,
RETRO,pt,Alelaew,alelaew,tb_only,tb_filtered_base,True,item.5936.name,item:5936,True,False,False,False,Alelaew,,,,,kept_neologism,,,
RETRO,pt,Aleloni,aleloni,tb_only,tb_filtered_base,True,item.6424.name,item:6424,True,False,False,False,Aleloni,,,,,kept_neologism,,,
RETRO,pt,Alemesso,alemesso,tb_only,tb_filtered_base,True,spell.874.name,spell:874,True,False,False,False,Alemesso,,,,,kept_neologism,,,
RETRO,pt,Alepu,alepu,tb_only,tb_filtered_base,True,item.5943.name,item:5943,True,False,False,False,Alepu,,,,,kept_neologism,,,
