game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases
WAKFU,es,Abrakombreras,abrakombreras,tb_only,tb_filtered_base,True,True,False,False,False,Abrakombreras,,,,,kept_neologism,,,
WAKFU,es,abrakombreras,abrakombreras,tb_only,tb_filtered_base,True,True,False,False,False,abrakombreras,,,,,kept_neologism,,,
WAKFU,es,abrakoraza,abrakoraza,tb_only,tb_filtered_base,True,True,False,False,False,abrakoraza,,,,,kept_neologism,,,
WAKFU,es,Abrakoraza,abrakoraza,tb_only,tb_filtered_base,True,True,False,False,False,Abrakoraza,,,,,kept_neologism,,,
WAKFU,es,abrakturón,abrakturón,tb_only,tb_filtered_base,True,True,False,False,False,abrakturón,,,,,kept_neologism,,,
WAKFU,es,Abrakturón,abrakturón,tb_only,tb_filtered_base,True,True,False,False,False,Abrakturón,,,,,kept_neologism,,,
WAKFU,es,abramuleto,abramuleto,tb_only,tb_filtered_base,True,True,False,False,False,abramuleto,,,,,kept_neologism,,,
WAKFU,es,Abramuleto,abramuleto,tb_only,tb_filtered_base,True,True,False,False,False,Abramuleto,,,,,kept_neologism,,,
WAKFU,es,Abrandom,abrandom,tb_only,tb_filtered_base,True,True,False,False,False,Abrandom,,,,,kept_neologism,,,
WAKFU,es,Abrarrama,abrarrama,tb_only,tb_filtered_base,True,True,False,False,False,Abrarrama,,,,,kept_neologism,,,
WAKFU,es,abras,abras,corpus_only,corpus_aff_form,False,False,True,False,False,Bre | Bro | bro,,,,,,,Bre:G:0/2 ; Bre:S:0/1 ; Bro:G:0/2 ; Bro:S:0/1 ; bro:G:0/2 ; bro:S:0/1,Bre | Bro | bro
WAKFU,es,abrazieff,abrazieff,tb_only,tb_filtered_base,True,True,False,False,False,abrazieff,,,,,kept_neologism,,,
WAKFU,es,Abrazieff,abrazieff,tb_only,tb_filtered_base,True,True,False,False,False,Abrazieff,,,,,kept_neologism,,,
WAKFU,es,abrazo,abrazo,corpus_only,corpus_aff_form,True,False,True,False,False,Bre | Bro | bro,,,,,removed_known_word,dictionary_form,Bre:G:0/2 ; Bre:S:0/1 ; Bro:G:0/2 ; Bro:S:0/1 ; bro:G:0/2 ; bro:S:0/1,Bre | Bro | bro
WAKFU,es,Abrazo,abrazo,corpus_only,corpus_aff_form,True,False,True,False,False,Bre | Bro | bro,,,,,removed_known_word,dictionary_form,Bre:G:0/2 ; Bre:S:0/1 ; Bro:G:0/2 ; Bro:S:0/1 ; bro:G:0/2 ; bro:S:0/1,Bre | Bro | bro
WAKFU,es,abre,abre,corpus_only,corpus_aff_form,True,False,True,False,False,Bre,,,,,removed_known_word,dictionary_form,Bre:G:0/2 ; Bre:S:0/1,Bre
WAKFU,es,Abre,abre,corpus_only,corpus_aff_form,True,False,True,False,False,Bre,,,,,removed_known_word,dictionary_form,Bre:G:0/2 ; Bre:S:0/1,Bre
WAKFU,es,abres,abres,corpus_only,corpus_aff_form,False,False,True,False,False,Bre,,,,,,,Bre:G:0/2 ; Bre:S:0/1,Bre
WAKFU,es,Abres,abres,corpus_only,corpus_aff_form,False,False,True,False,False,Bre,,,,,,,Bre:G:0/2 ; Bre:S:0/1,Bre
WAKFU,es,abrigo-dragón,abrigo-dragón,tb_only,tb_filtered_base,True,True,False,False,False,abrigo-dragón,,,,,kept_neologism,,,
WAKFU,es,Abrigo-dragón,abrigo-dragón,tb_only,tb_filtered_base,True,True,False,False,False,Abrigo-dragón,,,,,kept_neologism,,,
WAKFU,es,Abráknido,abráknido,tb_only,tb_filtered_base,True,True,False,False,False,Abráknido,G | S,,G | S,G | S,kept_neologism,,Abráknido:G:1/2 ; Abráknido:S:1/1,
WAKFU,es,abráknido,abráknido,tb_only,tb_filtered_base,True,True,False,False,False,abráknido,G | S,,G | S,G | S,kept_neologism,,abráknido:G:1/2 ; abráknido:S:1/1,
WAKFU,es,Absenteísmo,absenteísmo,tb_only,tb_filtered_base,True,True,False,False,False,Absenteísmo,,,,,kept_neologism,,,
WAKFU,es,Abuelito,abuelito,tb_only,tb_filtered_base,True,True,False,False,False,Abuelito,G,,G,G,kept_neologism,,Abuelito:G:1/2 ; Abuelito:S:0/1,
WAKFU,es,abuelito,abuelito,tb_only,tb_filtered_base,True,True,False,False,False,abuelito,G,,G,G,kept_neologism,,abuelito:G:1/2 ; abuelito:S:0/1,
WAKFU,es,Abyss,abyss,tb_only,tb_filtered_base,True,True,False,False,False,Abyss,,,,,kept_neologism,,,
WAKFU,es,abún,abún,tb_only,tb_filtered_base,True,True,False,False,False,abún,,,,,kept_neologism,,,
WAKFU,es,Abún,abún,tb_only,tb_filtered_base,True,True,False,False,False,Abún,,,,,kept_neologism,,,
WAKFU,es,acangwejado,acangwejado,tb_only,tb_filtered_base,True,True,False,False,False,acangwejado,,,,,kept_neologism,,,
WAKFU,es,acaracolado,acaracolado,tb_only,tb_filtered_base,True,True,False,False,False,acaracolado,,,,,kept_neologism,,,
WAKFU,es,Acelecharco,acelecharco,tb_only,tb_filtered_base,True,True,False,False,False,Acelecharco,,,,,kept_neologism,,,
WAKFU,es,acewado,acewado,tb_only,tb_filtered_base,True,True,False,False,False,acewado,,,,,kept_neologism,,,
WAKFU,es,acherada,acherada,tb_only,tb_filtered_base,True,True,False,False,False,acherada,,,,,kept_neologism,,,
WAKFU,es,Achispamiento,achispamiento,tb_only,tb_filtered_base,True,True,False,False,False,Achispamiento,,,,,kept_neologism,,,
WAKFU,es,Achuchachuchos,achuchachuchos,tb_only,tb_filtered_base,True,True,False,False,False,Achuchachuchos,,,,,kept_neologism,,,
WAKFU,es,achuchona,achuchona,tb_only,tb_filtered_base,True,True,False,False,False,achuchona,,,,,kept_neologism,,,
WAKFU,es,Achuchona,achuchona,tb_only,tb_filtered_base,True,True,False,False,False,Achuchona,,,,,kept_neologism,,,
WAKFU,es,Achú,achú,tb_only,tb_filtered_base,True,True,False,False,False,Achú,S,,S,S,kept_neologism,,Achú:S:1/2,
WAKFU,es,acolchonadas,acolchonadas,tb_only,tb_filtered_base,True,True,False,False,False,acolchonadas,,,,,kept_neologism,,,
WAKFU,es,aconitoides,aconitoides,tb_only,tb_filtered_base,True,True,False,False,False,aconitoides,,,,,kept_neologism,,,
WAKFU,es,Aconitoides,aconitoides,tb_only,tb_filtered_base,True,True,False,False,False,Aconitoides,,,,,kept_neologism,,,
WAKFU,es,Acorajustado,acorajustado,tb_only,tb_filtered_base,True,True,False,False,False,Acorajustado,,,,,kept_neologism,,,
WAKFU,es,acorajustado,acorajustado,tb_only,tb_filtered_base,True,True,False,False,False,acorajustado,,,,,kept_neologism,,,
WAKFU,es,Acosante,acosante,tb_only,tb_filtered_base,True,True,False,False,False,Acosante,,,,,kept_neologism,,,
WAKFU,es,Acribia,acribia,tb_only,tb_filtered_base,True,True,False,False,False,Acribia,,,,,kept_neologism,,,
WAKFU,es,acribia,acribia,tb_only,tb_filtered_base,True,True,False,False,False,acribia,,,,,kept_neologism,,,
WAKFU,es,actibotas,actibotas,tb_only,tb_filtered_base,True,True,False,False,False,actibotas,,,,,kept_neologism,,,
WAKFU,es,Actibotas,actibotas,tb_only,tb_filtered_base,True,True,False,False,False,Actibotas,,,,,kept_neologism,,,
WAKFU,es,Acua'runa,acua'runa,tb_only,tb_filtered_base,True,True,False,False,False,Acua'runa,,,,,kept_neologism,,,
WAKFU,es,acuática,acuática,corpus_only,corpus_aff_form,True,False,True,False,False,cuático,,,,,removed_known_word,dictionary_form,cuático:G:0/2 ; cuático:S:1/1,cuático
WAKFU,es,Acuática,acuática,corpus_only,corpus_aff_form,True,False,True,False,False,cuático,,,,,removed_known_word,dictionary_form,cuático:G:0/2 ; cuático:S:1/1,cuático
WAKFU,es,acuáticas,acuáticas,corpus_only,corpus_aff_form,False,False,True,False,False,cuático,,,,,,,cuático:G:0/2 ; cuático:S:1/1,cuático
WAKFU,es,Acuático,acuático,corpus_only,corpus_aff_form,True,False,True,False,False,cuático,,,,,removed_known_word,dictionary_form,cuático:G:0/2 ; cuático:S:1/1,cuático
WAKFU,es,acuático,acuático,corpus_only,corpus_aff_form,True,False,True,False,False,cuático,,,,,removed_known_word,dictionary_form,cuático:G:0/2 ; cuático:S:1/1,cuático
WAKFU,es,acuáticos,acuáticos,corpus_only,corpus_aff_form,True,False,True,False,False,cuático,,,,,removed_known_word,dictionary_form,cuático:G:0/2 ; cuático:S:1/1,cuático
WAKFU,es,acuñadora,acuñadora,tb_only,tb_filtered_base,True,True,False,False,False,acuñadora,S,,S,S,kept_neologism,,acuñadora:S:1/1,
WAKFU,es,Acuñadora,acuñadora,tb_only,tb_filtered_base,True,True,False,False,False,Acuñadora,S,,S,S,kept_neologism,,Acuñadora:S:1/1,
WAKFU,es,Adal,adal,tb_only,tb_filtered_base,True,True,False,False,False,Adal,,,,,kept_neologism,,,
WAKFU,es,Adamai,adamai,tb_only,tb_filtered_base,True,True,False,False,False,Adamai,,,,,kept_neologism,,,
WAKFU,es,Adams,adams,tb_only,tb_filtered_base,True,True,False,False,False,Adams,,,,,kept_neologism,,,
WAKFU,es,Adefesiedad,adefesiedad,tb_only,tb_filtered_base,True,True,False,False,False,Adefesiedad,,,,,kept_neologism,,,
WAKFU,es,Adeficha,adeficha,tb_only,tb_filtered_base,True,True,False,False,False,Adeficha,,,,,kept_neologism,,,
WAKFU,es,adeficha,adeficha,tb_only,tb_filtered_base,True,True,False,False,False,adeficha,,,,,kept_neologism,,,
WAKFU,es,Adelus,adelus,tb_only,tb_filtered_base,True,True,False,False,False,Adelus,,,,,kept_neologism,,,
WAKFU,es,Adertal,adertal,tb_only,tb_filtered_base,True,True,False,False,False,Adertal,,,,,kept_neologism,,,
WAKFU,es,Admin,admin,tb_only,tb_filtered_base,True,True,False,False,False,Admin,,,,,kept_neologism,,,
WAKFU,es,adoctwinado,adoctwinado,tb_only,tb_filtered_base,True,True,False,False,False,adoctwinado,S,,S,S,kept_neologism,,adoctwinado:G:0/2 ; adoctwinado:S:1/1,
WAKFU,es,Adorrojo,adorrojo,tb_only,tb_filtered_base,True,True,False,False,False,Adorrojo,,,,,kept_neologism,,,
WAKFU,es,adulas,adulas,corpus_only,corpus_aff_form,False,False,True,False,False,Dulo,,,,,,,Dulo:G:0/2 ; Dulo:S:0/1,Dulo
WAKFU,es,Adura,adura,tb_only,tb_filtered_base,True,True,False,False,False,Adura,,,,,kept_neologism,,,
WAKFU,es,Adviento,adviento,tb_only,tb_filtered_base,True,True,False,False,False,Adviento,,,,,kept_neologism,,,
WAKFU,es,Aer'runa,aer'runa,tb_only,tb_filtered_base,True,True,False,False,False,Aer'runa,,,,,kept_neologism,,,
WAKFU,es,Aerafal,aerafal,tb_only,tb_filtered_base,True,True,False,False,False,Aerafal,,,,,kept_neologism,,,
WAKFU,es,aerobotas,aerobotas,tb_only,tb_filtered_base,True,True,False,False,False,aerobotas,,,,,kept_neologism,,,
WAKFU,es,Aerobotas,aerobotas,tb_only,tb_filtered_base,True,True,False,False,False,Aerobotas,,,,,kept_neologism,,,
WAKFU,es,Aerocapa,aerocapa,tb_only,tb_filtered_base,True,True,False,False,False,Aerocapa,,,,,kept_neologism,,,
WAKFU,es,aerocapa,aerocapa,tb_only,tb_filtered_base,True,True,False,False,False,aerocapa,,,,,kept_neologism,,,
WAKFU,es,Aerocasco,aerocasco,tb_only,tb_filtered_base,True,True,False,False,False,Aerocasco,,,,,kept_neologism,,,
WAKFU,es,aerocasco,aerocasco,tb_only,tb_filtered_base,True,True,False,False,False,aerocasco,,,,,kept_neologism,,,
WAKFU,es,aerombreras,aerombreras,tb_only,tb_filtered_base,True,True,False,False,False,aerombreras,,,,,kept_neologism,,,
WAKFU,es,Aerombreras,aerombreras,tb_only,tb_filtered_base,True,True,False,False,False,Aerombreras,,,,,kept_neologism,,,
WAKFU,es,Aeropuerco,aeropuerco,tb_only,tb_filtered_base,True,True,False,False,False,Aeropuerco,,,,,kept_neologism,,,
WAKFU,es,Affichage,affichage,tb_only,tb_filtered_base,True,True,False,False,False,Affichage,,,,,kept_neologism,,,
WAKFU,es,aficapa,aficapa,tb_only,tb_filtered_base,True,True,False,False,False,aficapa,,,,,kept_neologism,,,
WAKFU,es,Afrutado,afrutado,tb_only,tb_filtered_base,True,True,False,False,False,Afrutado,G,,G,G,kept_neologism,,Afrutado:G:1/2 ; Afrutado:S:0/1,
WAKFU,es,afrutado,afrutado,tb_only,tb_filtered_base,True,True,False,False,False,afrutado,G,,G,G,kept_neologism,,afrutado:G:1/2 ; afrutado:S:0/1,
WAKFU,es,Agatank,agatank,tb_only,tb_filtered_base,True,True,False,False,False,Agatank,,,,,kept_neologism,,,
WAKFU,es,agatank,agatank,tb_only,tb_filtered_base,True,True,False,False,False,agatank,,,,,kept_neologism,,,
WAKFU,es,agathie,agathie,tb_only,tb_filtered_base,True,True,False,False,False,agathie,,,,,kept_neologism,,,
WAKFU,es,Agathie,agathie,tb_only,tb_filtered_base,True,True,False,False,False,Agathie,,,,,kept_neologism,,,
WAKFU,es,Age,age,tb_only,tb_filtered_base,True,True,False,False,False,Age,,,,,kept_neologism,,,
WAKFU,es,Agent,agent,tb_only,tb_filtered_base,True,True,False,False,False,Agent,,,,,kept_neologism,,,
WAKFU,es,Agilesco,agilesco,tb_only,tb_filtered_base,True,True,False,False,False,Agilesco,,,,,kept_neologism,,,
WAKFU,es,Agiotas,agiotas,tb_only,tb_filtered_base,True,True,False,False,False,Agiotas,,,,,kept_neologism,,,
WAKFU,es,aglupadola,aglupadola,tb_only,tb_filtered_base,True,True,False,False,False,aglupadola,,,,,kept_neologism,,,
WAKFU,es,Aglupadola,aglupadola,tb_only,tb_filtered_base,True,True,False,False,False,Aglupadola,,,,,kept_neologism,,,
WAKFU,es,Ago,ago,tb_only,tb_filtered_base,True,True,False,False,False,Ago,,,,,kept_neologism,,,
WAKFU,es,agrasamenón,agrasamenón,tb_only,tb_filtered_base,True,True,False,False,False,agrasamenón,,,,,kept_neologism,,,
WAKFU,es,agresiva,agresiva,corpus_only,corpus_aff_form,True,False,True,False,False,gresiva,,,,,removed_known_word,dictionary_form,gresiva:S:0/1,gresiva
WAKFU,es,Agresiva,agresiva,corpus_only,corpus_aff_form,True,False,True,False,False,gresiva,,,,,removed_known_word,dictionary_form,gresiva:S:0/1,gresiva
WAKFU,es,agresivas,agresivas,corpus_only,corpus_aff_form,True,False,True,False,False,gresiva,,,,,removed_known_word,dictionary_form,gresiva:S:0/1,gresiva
WAKFU,es,Agresivas,agresivas,corpus_only,corpus_aff_form,True,False,True,False,False,gresiva,,,,,removed_known_word,dictionary_form,gresiva:S:0/1,gresiva
WAKFU,es,Agrid,agrid,tb_only,tb_filtered_base,True,True,False,False,False,Agrid,,,,,kept_neologism,,,
WAKFU,es,agrid,agrid,tb_only,tb_filtered_base,True,True,False,False,False,agrid,,,,,kept_neologism,,,
WAKFU,es,Aguabrial,aguabrial,tb_only,tb_filtered_base,True,True,False,False,False,Aguabrial,,,,,kept_neologism,,,
WAKFU,es,Aguatake,aguatake,tb_only,tb_filtered_base,True,True,False,False,False,Aguatake,,,,,kept_neologism,,,
WAKFU,es,Aguataque,aguataque,tb_only,tb_filtered_base,True,True,False,False,False,Aguataque,,,,,kept_neologism,,,
WAKFU,es,Aguawda,aguawda,corpus_only,corpus_aff_form,False,False,True,False,False,Guawda | guawda,,,,,,,Guawda:S:0/1 ; guawda:S:0/1,Guawda | guawda
WAKFU,es,agucosa,agucosa,tb_only,tb_filtered_base,True,True,False,False,False,agucosa,,,,,kept_neologism,,,
WAKFU,es,Agujereada,agujereada,corpus_only,corpus_aff_form,True,False,True,False,False,Gujereada,,,,,removed_known_word,dictionary_form,Gujereada:S:0/1,Gujereada
WAKFU,es,agujereada,agujereada,corpus_only,corpus_aff_form,True,False,True,False,False,Gujereada,,,,,removed_known_word,dictionary_form,Gujereada:S:0/1,Gujereada
WAKFU,es,agujereadas,agujereadas,corpus_only,corpus_aff_form,False,False,True,False,False,Gujereada,,,,,,,Gujereada:S:0/1,Gujereada
WAKFU,es,Agujeritos,agujeritos,tb_only,tb_filtered_base,True,True,False,False,False,Agujeritos,,,,,kept_neologism,,,
WAKFU,es,Agujewo,agujewo,tb_only,tb_filtered_base,True,True,False,False,False,Agujewo,,,,,kept_neologism,,,
WAKFU,es,agujosa,agujosa,tb_only,tb_filtered_base,True,True,False,False,False,agujosa,,,,,kept_neologism,,,
WAKFU,es,Agular,agular,tb_only,tb_filtered_base,True,True,False,False,False,Agular,,,,,kept_neologism,,Agular:G:0/2 ; Agular:S:0/1,
WAKFU,es,Aguotador,aguotador,tb_only,tb_filtered_base,True,True,False,False,False,Aguotador,,,,,kept_neologism,,,
WAKFU,es,Agus,agus,tb_only,tb_filtered_base,True,True,False,False,False,Agus,,,,,kept_neologism,,,
WAKFU,es,aguä,aguä,tb_only,tb_filtered_base,True,True,False,False,False,aguä,,,,,kept_neologism,,,
WAKFU,es,Ahola,ahola,corpus_only,corpus_aff_form,False,False,True,False,False,Hole,,,,,,,Hole:G:2/2 ; Hole:S:0/1,Hole
WAKFU,es,Ahowa,ahowa,corpus_only,corpus_aff_form,False,False,True,False,False,Howa | howa,,,,,,,Howa:S:1/1 ; howa:S:1/1,Howa | howa
WAKFU,es,ahowa,ahowa,corpus_only,corpus_aff_form,False,False,True,False,False,Howa | howa,,,,,,,Howa:S:1/1 ; howa:S:1/1,Howa | howa
WAKFU,es,Ai-Zen,ai-zen,tb_only,tb_filtered_base,True,True,False,False,False,Ai-Zen,,,,,kept_neologism,,,
WAKFU,es,Aikiri,aikiri,tb_only,tb_filtered_base,True,True,False,False,False,Aikiri,,,,,kept_neologism,,,
WAKFU,es,Airyna,airyna,tb_only,tb_filtered_base,True,True,False,False,False,Airyna,,,,,kept_neologism,,,
WAKFU,es,Aiwes,aiwes,tb_only,tb_filtered_base,True,True,False,False,False,Aiwes,,,,,kept_neologism,,,
WAKFU,es,Ajavan,ajavan,tb_only,tb_filtered_base,True,True,False,False,False,Ajavan,,,,,kept_neologism,,,
WAKFU,es,Aka,aka,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,True,True,False,False,Aka | Kar | kar,,,,,kept_neologism,,Kar:G:1/2 ; Kar:S:0/1 ; kar:G:1/2 ; kar:S:0/1,Kar | kar
WAKFU,es,Akavar,akavar,tb_only,tb_filtered_base,True,True,False,False,False,Akavar,,,,,kept_neologism,,,
WAKFU,es,Akei,akei,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,True,True,False,False,Akei | Kei,,,,,kept_neologism,,Kei:S:0/1,Kei
WAKFU,es,Akniados,akniados,tb_only,tb_filtered_base,True,True,False,False,False,Akniados,,,,,kept_neologism,,,
WAKFU,es,akniados,akniados,tb_only,tb_filtered_base,True,True,False,False,False,akniados,,,,,kept_neologism,,,
WAKFU,es,Akre,akre,tb_only,tb_filtered_base,True,True,False,False,False,Akre,,,,,kept_neologism,,,
WAKFU,es,Akro,akro,tb_only,tb_filtered_base,True,True,False,False,False,Akro,,,,,kept_neologism,,,
WAKFU,es,Aku,aku,tb_only,tb_filtered_base,True,True,False,False,False,Aku,,,,,kept_neologism,,,
WAKFU,es,Akyra,akyra,tb_only,tb_filtered_base,True,True,False,False,False,Akyra,,,,,kept_neologism,,,
WAKFU,es,Akí,akí,tb_only,tb_filtered_base,True,True,False,False,False,Akí,,,,,kept_neologism,,,
WAKFU,es,Al'Capo,al'capo,tb_only,tb_filtered_base,True,True,False,False,False,Al'Capo,,,,,kept_neologism,,,
WAKFU,es,Al-Terófilo,al-terófilo,tb_only,tb_filtered_base,True,True,False,False,False,Al-Terófilo,,,,,kept_neologism,,,
WAKFU,es,Alamén,alamén,tb_only,tb_filtered_base,True,True,False,False,False,Alamén,,,,,kept_neologism,,,
WAKFU,es,Alarido,alarido,corpus_only,corpus_aff_form,True,False,True,False,False,Larido,,,,,removed_known_word,dictionary_form,Larido:G:0/2 ; Larido:S:0/1,Larido
WAKFU,es,alarido,alarido,corpus_only,corpus_aff_form,True,False,True,False,False,Larido,,,,,removed_known_word,dictionary_form,Larido:G:0/2 ; Larido:S:0/1,Larido
WAKFU,es,alaridos,alaridos,corpus_only,corpus_aff_form,False,False,True,False,False,Larido,,,,,,,Larido:G:0/2 ; Larido:S:0/1,Larido
WAKFU,es,Albaraza,albaraza,tb_only,tb_filtered_base,True,True,False,False,False,Albaraza,,,,,kept_neologism,,,
WAKFU,es,albaraza,albaraza,tb_only,tb_filtered_base,True,True,False,False,False,albaraza,,,,,kept_neologism,,,
WAKFU,es,albatrombreras,albatrombreras,tb_only,tb_filtered_base,True,True,False,False,False,albatrombreras,,,,,kept_neologism,,,
WAKFU,es,Albatrombreras,albatrombreras,tb_only,tb_filtered_base,True,True,False,False,False,Albatrombreras,,,,,kept_neologism,,,
WAKFU,es,albatrool,albatrool,tb_only,tb_filtered_base,True,True,False,False,False,albatrool,,,,,kept_neologism,,,
WAKFU,es,Albatroz,albatroz,tb_only,tb_filtered_base,True,True,False,False,False,Albatroz,S,,S,S,kept_neologism,,Albatroz:G:0/2 ; Albatroz:S:1/1,
WAKFU,es,albatroz,albatroz,tb_only,tb_filtered_base,True,True,False,False,False,albatroz,S,,S,S,kept_neologism,,albatroz:G:0/2 ; albatroz:S:1/1,
WAKFU,es,Albuhóndiga,albuhóndiga,tb_only,tb_filtered_base,True,True,False,False,False,Albuhóndiga,,,,,kept_neologism,,,
WAKFU,es,albumandalias,albumandalias,tb_only,tb_filtered_base,True,True,False,False,False,albumandalias,,,,,kept_neologism,,,
