token,token_lower,tb_key,status,match_type
Aclou,aclou,item.1399.name | item.766.name | item.8669.name,kept_neologism,
Acoca,acoca,item.5910.name,kept_neologism,
Acofituf,acofituf,item.4662.name,kept_neologism,
Acoseude,acoseude,item.3854.name,kept_neologism,
Acqueuse,acqueuse,item.7566.name,kept_neologism,
Acte,acte,,removed_known_word,dictionary_form
Actio,actio,item.16002.name | item.16013.name | item.16024.name | item.16338.name | item.16339.name | item.16340.name,kept_neologism,
Actionner,actionner,,removed_known_word,dictionary_form
Activités,activités,,removed_known_word,dictionary_form
Acudob,acudob,item.5609.name,kept_neologism,
Acugrau,acugrau,item.5372.name,kept_neologism,
Acuité,acuité,,removed_known_word,dictionary_form
Aculepa,aculepa,item.3885.name,kept_neologism,
Adaga,adaga,item.4962.name,kept_neologism,
Adageola,adageola,item.6151.name,kept_neologism,
Adamu,adamu,item.3867.name,kept_neologism,
Adaumu,adaumu,item.2941.name,kept_neologism,
Adelus,adelus,item.1487.name,kept_neologism,
Adepouille,adepouille,item.2742.name,kept_neologism,
Adepte,adepte,,removed_known_word,dictionary_form
Adie,adie,item.11539.name,kept_neologism,
Adili,adili,item.3275.name,kept_neologism,
Adin,adin,item.7218.name,kept_neologism,
Adode,adode,item.2933.name,kept_neologism,
Adonop,adonop,item.3622.name,kept_neologism,
Adou,adou,item.8926.name,kept_neologism,
Adresse,adresse,,removed_known_word,dictionary_form
Adrénaline,adrénaline,,removed_known_word,dictionary_form
Adydele,adydele,item.5475.name,kept_neologism,
Aegefauc,aegefauc,item.4946.name,kept_neologism,
Aekawaul,aekawaul,item.5758.name,kept_neologism,
Aelab,aelab,item.3166.name,kept_neologism,
Aeladague,aeladague,item.3835.name,kept_neologism,
Aelefoma,aelefoma,item.3717.name,kept_neologism,
Aelelae,aelelae,item.3592.name,kept_neologism,
Aelelydae,aelelydae,item.6340.name,kept_neologism,
Aelewawac,aelewawac,item.3177.name,kept_neologism,
Aelilotte,aelilotte,item.5287.name,kept_neologism,
Aelomul,aelomul,item.4897.name,kept_neologism,
Aelowawe,aelowawe,item.3189.name,kept_neologism,
Aelowiw,aelowiw,item.5579.name,kept_neologism,
Aeloworau,aeloworau,item.5304.name,kept_neologism,
Aelulae,aelulae,item.5777.name,kept_neologism,
Aelusato,aelusato,item.5674.name,kept_neologism,
Aelyake,aelyake,item.3122.name,kept_neologism,
Aenon,aenon,item.4493.name,kept_neologism,
Aer,aer,item.16008.name | item.16019.name | item.16290.name | item.16291.name | item.16292.name | item.16308.name | item.16309.name | item.16310.name | item.16326.name | item.16327.name | item.16328.name,kept_neologism,
Aera,aera,monster.2895.name,kept_neologism,
Aerafal,aerafal,item.13081.name | item.13087.name | quest.557.name,kept_neologism,
Aerdala,aerdala,item.13162.name | item.7229.name | item.7233.name | item.7237.name | item.7241.name | item.7245.name | item.7249.name | item.7253.name | item.7256.name | item.7344.name | item.7427.name | item.9030.name | monster.508.name | monster.509.name | monster.540.name | monster.542.name | npc.642.name | npc.643.name | set.35.name | spell.3024.name | subarea.108.name | subarea.111.name | subarea.115.name | subarea.120.name,kept_neologism,
Aermyne,aermyne,item.15248.name | item.7350.name | monster.446.name | npc.686.name | quest.119.name | ttg_entity.446.name,kept_neologism,
Aerohouctor,aerohouctor,item.8371.name | monster.894.name,kept_neologism,
Aerotrugobur,aerotrugobur,item.8376.name | monster.904.name,kept_neologism,
Afapisu,afapisu,item.6089.name,kept_neologism,
Afekileg,afekileg,item.4611.name,kept_neologism,
Afelezu,afelezu,item.3389.name,kept_neologism,
Afelolap,afelolap,item.4143.name,kept_neologism,
Afesifru,afesifru,item.5057.name,kept_neologism,
Affaibli,affaibli,,removed_known_word,dictionary_form
Affaiblissement,affaiblissement,,removed_known_word,dictionary_form
Affaire,affaire,,removed_known_word,dictionary_form
Affamé,affamé,,removed_known_word,dictionary_form
Affamée,affamée,,removed_known_word,dictionary_form
Affeulante,affeulante,item.1739.name,kept_neologism,
Affinement,affinement,,removed_known_word,dictionary_form
Affrontement,affrontement,,removed_known_word,dictionary_form
Affutage,affutage,spell.4004.name,kept_neologism,
Afidpur,afidpur,item.5586.name,kept_neologism,
Afikek,afikek,item.4542.name,kept_neologism,
Afilu,afilu,item.3767.name,kept_neologism,
Afirufel,afirufel,item.4752.name,kept_neologism,
Afogosak,afogosak,item.4710.name,kept_neologism,
Afoluse,afoluse,item.5473.name,kept_neologism,
Afriolu,afriolu,item.3832.name,kept_neologism,
Afroseso,afroseso,item.4445.name,kept_neologism,
Afucoma,afucoma,item.5752.name,kept_neologism,
Afutfrit,afutfrit,item.4176.name,kept_neologism,
Ag'Heuze,ag'heuze,item.9726.name | item.9850.name,kept_neologism,
Aga,aga,item.6442.name | npc.115.name,kept_neologism,
Agaboo,agaboo,item.2922.name,kept_neologism,
Agacement,agacement,,removed_known_word,dictionary_form
Agaceto,agaceto,item.2731.name,kept_neologism,
Agaeb,agaeb,item.5877.name,kept_neologism,
Agaglou,agaglou,item.5353.name,kept_neologism,
Agakur,agakur,item.3621.name,kept_neologism,
Agalomo,agalomo,item.3354.name,kept_neologism,
Agathe,agathe,,removed_known_word,dictionary_form
Age,age,,removed_known_word,dictionary_form
Agele,agele,item.3994.name,kept_neologism,
Agence,agence,,removed_known_word,dictionary_form
Agent,agent,,removed_known_word,dictionary_form
Agile,agile,,removed_known_word,dictionary_form
Agilesque,agilesque,item.260.name | item.261.name | item.262.name | item.263.name | item.850.name,kept_neologism,
Agilesques,agilesques,item.863.name,kept_neologism,
Agilité,agilité,,removed_known_word,dictionary_form
Agimnef,agimnef,item.5118.name,kept_neologism,
Agino,agino,item.2951.name,kept_neologism,
Agoconaw,agoconaw,item.4020.name,kept_neologism,
Agram,agram,npc.737.name,kept_neologism,
Agressif,agressif,,removed_known_word,dictionary_form
Agressive,agressive,,removed_known_word,dictionary_form
Agressives,agressives,,removed_known_word,dictionary_form
Agriculture,agriculture,,removed_known_word,dictionary_form
Agrid,agrid,npc.59.name,kept_neologism,
Agride,agride,item.782.name,kept_neologism,
Agrur,agrur,item.3175.name,kept_neologism,
Aguabrial,aguabrial,item.13083.name | item.13089.name | quest.559.name,kept_neologism,
Agunadlo,agunadlo,item.3226.name,kept_neologism,
Agunelig,agunelig,item.6062.name,kept_neologism,
Agymo,agymo,item.5511.name,kept_neologism,
Ahaxitof,ahaxitof,item.4133.name,kept_neologism,
Ahehi,ahehi,item.5512.name,kept_neologism,
Ahenn,ahenn,npc.601.name,kept_neologism,
Ahitem,ahitem,item.4349.name,kept_neologism,
Ahukit,ahukit,item.5213.name,kept_neologism,
Ahuri,ahuri,,removed_known_word,dictionary_form
Aibig,aibig,npc.106.name,kept_neologism,
Aiblber,aiblber,item.5216.name,kept_neologism,
Aida,aida,,removed_known_word,dictionary_form
Aider,aider,,removed_known_word,dictionary_form
Aidesani,aidesani,item.6236.name,kept_neologism,
Aigante,aigante,item.8937.name,kept_neologism,
Aigri,aigri,,removed_known_word,dictionary_form
Aigue,aigue,item.3652.name,kept_neologism,
Aigue-Marine,aigue-marine,,removed_known_word,dictionary_form
Aiguille,aiguille,,removed_known_word,dictionary_form
Aiguilles,aiguilles,,removed_known_word,dictionary_form
Aiguillon,aiguillon,,removed_known_word,dictionary_form
Aiguiser,aiguiser,,removed_known_word,dictionary_form
Aiguisée,aiguisée,,removed_known_word,dictionary_form
Aigurraf,aigurraf,item.2110.name | npc.308.name,kept_neologism,
Aile,aile,,removed_known_word,dictionary_form
Ailelal,ailelal,item.5268.name,kept_neologism,
Ailes,ailes,,removed_known_word,dictionary_form
Aillé,aillé,,removed_known_word,dictionary_form
Ailuya,ailuya,item.7219.name,kept_neologism,
Ainsi,ainsi,,removed_known_word,dictionary_form
Air,air,,removed_known_word,dictionary_form
Aisselles,aisselles,,removed_known_word,dictionary_form
Aj'Deh'Là,aj'deh'là,item.1372.name,kept_neologism,
Ajara,ajara,item.2718.name,kept_neologism,
Ajuje,ajuje,item.5535.name,kept_neologism,
Akafaut,akafaut,item.5130.name,kept_neologism,
Akalorth,akalorth,item.5846.name,kept_neologism,
Akare,akare,item.5540.name,kept_neologism,
Akehpur,akehpur,item.3912.name,kept_neologism,
Akeku,akeku,item.4594.name,kept_neologism,
Akelle,akelle,npc.122.name,kept_neologism,
Akeloth,akeloth,item.4097.name,kept_neologism,
Akess,akess,npc.814.name,kept_neologism,
Akifit,akifit,item.4446.name,kept_neologism,
Akifum,akifum,item.6405.name,kept_neologism,
Akimipo,akimipo,item.3993.name,kept_neologism,
Akitber,akitber,item.5359.name,kept_neologism,
Akiteudo,akiteudo,item.3228.name,kept_neologism,
Akohonop,akohonop,item.3914.name,kept_neologism,
Akota,akota,item.5324.name,kept_neologism,
Akuduk,akuduk,item.6315.name,kept_neologism,
Akugeku,akugeku,item.5687.name,kept_neologism,
Akurobig,akurobig,item.3669.name,kept_neologism,
Akurosr,akurosr,item.4033.name,kept_neologism,
Akust,akust,item.3473.name,kept_neologism,
Akutogop,akutogop,item.4119.name,kept_neologism,
Akwadala,akwadala,item.13164.name | item.7226.name | item.7230.name | item.7234.name | item.7238.name | item.7242.name | item.7246.name | item.7250.name | item.7254.name | item.7347.name | item.7429.name | item.9004.name | monster.504.name | monster.507.name | monster.541.name | monster.544.name | npc.634.name | set.34.name | spell.3053.name | subarea.106.name | subarea.113.name | subarea.117.name | subarea.122.name,kept_neologism,
Ala,ala,npc.306.name,kept_neologism,
Alagluma,alagluma,item.4344.name,kept_neologism,
Alakarte,alakarte,hint.195.name | item.2086.name | npc.293.name,kept_neologism,
Alako,alako,item.15321.name | item.8002.name | item.8075.name | monster.747.name | ttg_entity.747.name,kept_neologism,
Alalag,alalag,item.3240.name,kept_neologism,
Alalev,alalev,item.3645.name,kept_neologism,
Alaly,alaly,item.3131.name,kept_neologism,
Alambic,alambic,,removed_known_word,dictionary_form
Alamice,alamice,item.3403.name,kept_neologism,
Alanaj,alanaj,item.5436.name,kept_neologism,
Alanavel,alanavel,item.5926.name,kept_neologism,
Alarme,alarme,,removed_known_word,dictionary_form
Alatak,alatak,spell.3059.name,kept_neologism,
Alavlaille,alavlaille,item.4593.name,kept_neologism,
Alawae,alawae,item.5818.name,kept_neologism,
Alawavae,alawavae,item.5164.name,kept_neologism,
Alcane,alcane,,removed_known_word,dictionary_form
Alchimie,alchimie,,removed_known_word,dictionary_form
Alchimiste,alchimiste,,removed_known_word,dictionary_form
Alcoolisé,alcoolisé,,removed_known_word,dictionary_form
Aldir,aldir,npc.328.name,kept_neologism,
Ale,ale,,removed_known_word,dictionary_form
Aleba,aleba,item.3430.name,kept_neologism,
Alebaul,alebaul,item.5808.name,kept_neologism,
Alebel,alebel,item.4453.name,kept_neologism,
Alebove,alebove,item.5401.name,kept_neologism,
Aledec,aledec,npc.448.name,kept_neologism,
Alehael,alehael,item.5702.name,kept_neologism,
Aleheule,aleheule,item.5660.name,kept_neologism,
Alela,alela,item.5807.name,kept_neologism,
Alelae,alelae,item.3444.name,kept_neologism,
Alelaew,alelaew,item.5936.name,kept_neologism,
Aleloni,aleloni,item.6424.name,kept_neologism,
Alembic,alembic,interactive_element.62.name,kept_neologism,
Alepu,alepu,item.5943.name,kept_neologism,
Aleril,aleril,item.3503.name,kept_neologism,
Alesulit,alesulit,item.5785.name,kept_neologism,
Aleteha,aleteha,item.5222.name,kept_neologism,
Aletelu,aletelu,item.3769.name,kept_neologism,
Alethylo,alethylo,item.4879.name,kept_neologism,
Alewae,alewae,item.5735.name,kept_neologism,
Alewepl,alewepl,item.6004.name,kept_neologism,
Aleze,aleze,item.4612.name,kept_neologism,
Ali,ali,,removed_known_word,dictionary_form
Alicatyp,alicatyp,item.6262.name,kept_neologism,
Alifufuf,alifufuf,item.5539.name,kept_neologism,
Aligatito,aligatito,item.3601.name,kept_neologism,
Aligif,aligif,item.4523.name,kept_neologism,
Alikim,alikim,item.6243.name,kept_neologism,
Aliment,aliment,,removed_known_word,dictionary_form
Alimentaire,alimentaire,,removed_known_word,dictionary_form
Alimuva,alimuva,item.4108.name,kept_neologism,
Alisice,alisice,item.6163.name,kept_neologism,
Alit,alit,npc.467.name,kept_neologism,
Alitose,alitose,item.3484.name,kept_neologism,
Alizée,alizée,,removed_known_word,dictionary_form
Alka,alka,monster.776.name | npc.749.name,kept_neologism,
Alkatraz,alkatraz,subarea.318.name,kept_neologism,
Alkolo,alkolo,item.2917.name,kept_neologism,
Alle,alle,item.51.name | item.53.name | item.54.name | item.55.name,kept_neologism,
Allemagne,allemagne,,removed_known_word,dictionary_form
Allen,allen,item.2053.name | npc.262.name | npc.95.name,kept_neologism,
Aller,aller,,removed_known_word,dictionary_form
Allez,allez,,removed_known_word,dictionary_form
Alliance,alliance,,removed_known_word,dictionary_form
Allister,allister,npc.916.name | quest-step.222.name | quest.131.name | quest.132.name | quest.139.name,kept_neologism,
Allisteria,allisteria,monster.471.name | npc.471.name,kept_neologism,
Alliés,alliés,,removed_known_word,dictionary_form
Alloene,alloene,item.5438.name,kept_neologism,
Alofe,alofe,item.4758.name | item.5727.name,kept_neologism,
Alognef,alognef,item.3468.name,kept_neologism,
Alomihe,alomihe,item.5121.name,kept_neologism,
Alrok,alrok,npc.215.name,kept_neologism,
Alshain,alshain,npc.172.name,kept_neologism,
Altaïr,altaïr,,removed_known_word,dictionary_form
Altruisme,altruisme,,removed_known_word,dictionary_form
Altruiste,altruiste,,removed_known_word,dictionary_form
Altération,altération,,removed_known_word,dictionary_form
Alumin,alumin,item.3821.name,kept_neologism,
Aluminite,aluminite,item.747.name,kept_neologism,
Alunavim,alunavim,item.3244.name,kept_neologism,
Aluneok,aluneok,item.4050.name,kept_neologism,
Alwyle,alwyle,item.4354.name,kept_neologism,
Alygac,alygac,item.5332.name,kept_neologism,
Aléamouth,aléamouth,spell.2443.name,kept_neologism,
Aléïcar,aléïcar,item.818.name | npc.87.name,kept_neologism,
Amaché,amaché,npc.875.name,kept_neologism,
Amadoudoudou,amadoudoudou,quest-step.515.name,kept_neologism,
Amadouer,amadouer,,removed_known_word,dictionary_form
Amafevu,amafevu,item.6204.name,kept_neologism,
Amafobug,amafobug,item.5508.name,kept_neologism,
Amahimi,amahimi,item.5363.name,kept_neologism,
Amakna,amakna,area.0.name | area.49.name | dungeon.29.name | hint.307.name | house.712.name | house.713.name | house.714.name | house.715.name | house.716.name | item.11512.name | item.11513.name | item.11514.name | item.11521.name | item.11522.name | item.11523.name | item.11524.name | item.351.name | item.468.name | item.7081.name | item.9021.name | quest-step.174.name | subarea.0.name | subarea.110.name | subarea.180.name | subarea.181.name | subarea.278.name | subarea.28.name | subarea.339.name | subarea.4.name | subarea.488.name | subarea.87.name,kept_neologism,
Amaknien,amaknien,superarea.0.name,kept_neologism,
Amande,amande,,removed_known_word,dictionary_form
Amanite,amanite,,removed_known_word,dictionary_form
Amant,amant,,removed_known_word,dictionary_form
Amarh,amarh,npc.211.name,kept_neologism,
Amauk,amauk,item.2746.name,kept_neologism,
Amayiro,amayiro,item.9074.name | item.9076.name | item.9099.name | npc.180.name | npc.620.name | quest-step.700.name | quest-step.709.name | quest.60.name | quest.73.name | quest.81.name,kept_neologism,
Ambition,ambition,,removed_known_word,dictionary_form
Amboat,amboat,monster.2532.name,kept_neologism,
Ambramulette,ambramulette,item.1661.name | item.1662.name,kept_neologism,
Ambre,ambre,,removed_known_word,dictionary_form
Ame,ame,item.9720.name,kept_neologism,
Amehatos,amehatos,item.6374.name,kept_neologism,
Amelate,amelate,item.5119.name,kept_neologism,
Amener,amener,,removed_known_word,dictionary_form
Amer,amer,,removed_known_word,dictionary_form
Ames,ames,alignement_rank.31.name | spell.248.name,kept_neologism,
Ameur,ameur,monster.2391.name,kept_neologism,
Amhur,amhur,item.3806.name,kept_neologism,
Ami,ami,,removed_known_word,dictionary_form
Amicale,amicale,,removed_known_word,dictionary_form
Amiflum,amiflum,item.4269.name,kept_neologism,
Amig-os,amig-os,spell.1720.name,kept_neologism,
Amikibo,amikibo,item.2728.name,kept_neologism,
Amimiru,amimiru,item.3916.name,kept_neologism,
Amine,amine,,removed_known_word,dictionary_form
Amis,amis,,removed_known_word,dictionary_form
Amitié,amitié,,removed_known_word,dictionary_form
Amlub,amlub,item.15138.name | monster.347.name | monster.348.name | monster.385.name | ttg_entity.385.name,kept_neologism,
Amoor,amoor,item.4027.name,kept_neologism,
Amorce,amorce,,removed_known_word,dictionary_form
Amorepeu,amorepeu,item.5381.name,kept_neologism,
Amour,amour,,removed_known_word,dictionary_form
Amphaemelo,amphaemelo,item.4779.name,kept_neologism,
Amphafa,amphafa,item.5909.name,kept_neologism,
Amphafovel,amphafovel,item.5952.name,kept_neologism,
Amphamase,amphamase,item.3397.name,kept_neologism,
Amphawou,amphawou,item.6067.name,kept_neologism,
Amphelal,amphelal,item.5815.name,kept_neologism,
Amphelalod,amphelalod,item.4315.name,kept_neologism,
Amphele,amphele,item.4507.name,kept_neologism,
Amphemem,amphemem,item.4816.name,kept_neologism,
Amphemij,amphemij,item.6306.name,kept_neologism,
Amphibio,amphibio,item.5402.name,kept_neologism,
Amphigo,amphigo,item.4666.name,kept_neologism,
Amphobie,amphobie,item.5434.name,kept_neologism,
Ampholojae,ampholojae,item.5059.name,kept_neologism,
Amphoplo,amphoplo,item.4971.name,kept_neologism,
Amphoub,amphoub,item.5323.name,kept_neologism,
Amphowy,amphowy,item.4705.name,kept_neologism,
Amphubevap,amphubevap,item.5791.name,kept_neologism,
Amphuwuco,amphuwuco,item.5611.name,kept_neologism,
Amphyuwo,amphyuwo,item.3623.name,kept_neologism,
Amplification,amplification,,removed_known_word,dictionary_form
Amputation,amputation,,removed_known_word,dictionary_form
Amrothiline,amrothiline,item.6518.name,kept_neologism,
Amublop,amublop,item.9149.name | item.9150.name | item.9151.name | item.9152.name | item.9153.name | item.9154.name | item.9155.name | item.9156.name | item.9157.name,kept_neologism,
Amufafah,amufafah,item.8880.name,kept_neologism,
Amukwak,amukwak,item.2424.name | item.6731.name | item.6746.name | item.6747.name,kept_neologism,
Amulette,amulette,,removed_known_word,dictionary_form
Amulettes,amulettes,,removed_known_word,dictionary_form
Amuloumulette,amuloumulette,item.8129.name,kept_neologism,
Amunite,amunite,item.9463.name,kept_neologism,
Amuspu,amuspu,item.2973.name,kept_neologism,
Amygdales,amygdales,,removed_known_word,dictionary_form
Amélioration,amélioration,,removed_known_word,dictionary_form
Améliorer,améliorer,,removed_known_word,dictionary_form
Anachorète,anachorète,,removed_known_word,dictionary_form
Analyse,analyse,,removed_known_word,dictionary_form
Anamorphose,anamorphose,,removed_known_word,dictionary_form
Ananas,ananas,,removed_known_word,dictionary_form
Ancestral,ancestral,,removed_known_word,dictionary_form
Ancestrale,ancestrale,,removed_known_word,dictionary_form
Ancestrales,ancestrales,,removed_known_word,dictionary_form
Ancestraux,ancestraux,,removed_known_word,dictionary_form
Ancien,ancien,,removed_known_word,dictionary_form
Anciens,anciens,,removed_known_word,dictionary_form
Anefuda,anefuda,item.5371.name,kept_neologism,
Anelalle,anelalle,item.3748.name,kept_neologism,
Aneloby,aneloby,item.6053.name,kept_neologism,
Anerabul,anerabul,item.5146.name,kept_neologism,
Anesela,anesela,item.5874.name,kept_neologism,
Ang,ang,item.15124.name | item.8392.name | monster.600.name | ttg_entity.600.name,kept_neologism,
Ange,ange,,removed_known_word,dictionary_form
Angelo,angelo,,removed_known_word,dictionary_form
Anges,anges,,removed_known_word,dictionary_form
Angora,angora,,removed_known_word,dictionary_form
Anik,anik,npc.220.name,kept_neologism,
Animal,animal,,removed_known_word,dictionary_form
Animale,animale,,removed_known_word,dictionary_form
Animales,animales,,removed_known_word,dictionary_form
Animateur,animateur,,removed_known_word,dictionary_form
Animaux,animaux,,removed_known_word,dictionary_form
Animé,animé,,removed_known_word,dictionary_form
Animée,animée,,removed_known_word,dictionary_form
Ankanniversaire,ankanniversaire,item.11703.name,kept_neologism,
Anneau,anneau,,removed_known_word,dictionary_form
Anneaux,anneaux,,removed_known_word,dictionary_form
Annexe,annexe,,removed_known_word,dictionary_form
Annobusé,annobusé,item.9031.name | item.9202.name,kept_neologism,
Annolamour,annolamour,item.8991.name,kept_neologism,
Annulation,annulation,,removed_known_word,dictionary_form
Anobe,anobe,item.6375.name,kept_neologism,
Anobra,anobra,item.2420.name,kept_neologism,
Anodindo,anodindo,item.7555.name,kept_neologism,
Anogery,anogery,item.5154.name,kept_neologism,
Anojeba,anojeba,item.3644.name,kept_neologism,
Anshwa,anshwa,npc.628.name,kept_neologism,
Ant,ant,npc.543.name,kept_neologism,
Anta,anta,npc.874.name,kept_neologism,
Antenne,antenne,,removed_known_word,dictionary_form
Antennes,antennes,,removed_known_word,dictionary_form
Anthir,anthir,item.6846.name,kept_neologism,
Anti-dépendant,anti-dépendant,item.10817.name,kept_neologism,
Anticipation,anticipation,,removed_known_word,dictionary_form
Anticlinal,anticlinal,,removed_known_word,dictionary_form
Antisocial,antisocial,,removed_known_word,dictionary_form
Antouche,antouche,item.8727.name,kept_neologism,
Antre,antre,,removed_known_word,dictionary_form
Antrin,antrin,item.8663.name,kept_neologism,
Anufemi,anufemi,item.5192.name,kept_neologism,
Anum,anum,item.7194.name,kept_neologism,
Anumikuf,anumikuf,item.4172.name,kept_neologism,
Anéantir,anéantir,,removed_known_word,dictionary_form
Aololuth,aololuth,item.4385.name,kept_neologism,
Aomebel,aomebel,item.3446.name,kept_neologism,
Aomiel,aomiel,item.4950.name,kept_neologism,
Aopeteze,aopeteze,item.5097.name,kept_neologism,
Aosyl,aosyl,item.4410.name,kept_neologism,
Aotohet,aotohet,item.3273.name,kept_neologism,
Aotuballe,aotuballe,item.5801.name,kept_neologism,
Aouaire,aouaire,npc.846.name | quest.173.name,kept_neologism,
Aougos,aougos,npc.340.name,kept_neologism,
Apaevew,apaevew,item.5233.name,kept_neologism,
Apafo,apafo,item.5439.name,kept_neologism,
Apaisant,apaisant,,removed_known_word,dictionary_form
Apaisante,apaisante,,removed_known_word,dictionary_form
Apanewa,apanewa,item.5692.name,kept_neologism,
Apathique,apathique,,removed_known_word,dictionary_form
Apaujyl,apaujyl,item.3593.name,kept_neologism,
Apecofov,apecofov,item.4386.name,kept_neologism,
Apelep,apelep,item.5782.name,kept_neologism,
Apena,apena,item.5273.name,kept_neologism,
Apenae,apenae,item.5953.name,kept_neologism,
Aperirel,aperirel,month.3.name | npc.818.name,kept_neologism,
