game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases,source_games,source_reports_count,source_rows_merged,origin_classes,filter_statuses,filter_match_types
TOUCH,pt,A139E,a139e,tb_only,tb_filtered_base,True,,,True,False,False,False,A139E,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,pt,A14,a14,tb_only,tb_filtered_base,True,,,True,False,False,False,A14,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A15,a15,tb_only,tb_filtered_base,True,,,True,False,False,False,A15,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A16,a16,tb_only,tb_filtered_base,True,,,True,False,False,False,A16,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A17,a17,tb_only,tb_filtered_base,True,,,True,False,False,False,A17,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A18,a18,tb_only,tb_filtered_base,True,,,True,False,False,False,A18,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A19,a19,tb_only,tb_filtered_base,True,,,True,False,False,False,A19,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A20,a20,tb_only,tb_filtered_base,True,,,True,False,False,False,A20,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A21,a21,tb_only,tb_filtered_base,True,,,True,False,False,False,A21,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A22,a22,tb_only,tb_filtered_base,True,,,True,False,False,False,A22,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A23,a23,tb_only,tb_filtered_base,True,,,True,False,False,False,A23,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A24,a24,tb_only,tb_filtered_base,True,,,True,False,False,False,A24,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A25,a25,tb_only,tb_filtered_base,True,,,True,False,False,False,A25,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A26,a26,tb_only,tb_filtered_base,True,,,True,False,False,False,A26,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A27,a27,tb_only,tb_filtered_base,True,,,True,False,False,False,A27,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A28,a28,tb_only,tb_filtered_base,True,,,True,False,False,False,A28,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A29,a29,tb_only,tb_filtered_base,True,,,True,False,False,False,A29,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A30,a30,tb_only,tb_filtered_base,True,,,True,False,False,False,A30,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A31,a31,tb_only,tb_filtered_base,True,,,True,False,False,False,A31,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A32,a32,tb_only,tb_filtered_base,True,,,True,False,False,False,A32,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A33,a33,tb_only,tb_filtered_base,True,,,True,False,False,False,A33,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A34,a34,tb_only,tb_filtered_base,True,,,True,False,False,False,A34,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A35,a35,tb_only,tb_filtered_base,True,,,True,False,False,False,A35,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A36,a36,tb_only,tb_filtered_base,True,,,True,False,False,False,A36,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A37,a37,tb_only,tb_filtered_base,True,,,True,False,False,False,A37,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A38,a38,tb_only,tb_filtered_base,True,,,True,False,False,False,A38,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A39,a39,tb_only,tb_filtered_base,True,,,True,False,False,False,A39,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A40,a40,tb_only,tb_filtered_base,True,,,True,False,False,False,A40,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A41,a41,tb_only,tb_filtered_base,True,,,True,False,False,False,A41,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A42,a42,tb_only,tb_filtered_base,True,,,True,False,False,False,A42,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A43,a43,tb_only,tb_filtered_base,True,,,True,False,False,False,A43,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A44,a44,tb_only,tb_filtered_base,True,,,True,False,False,False,A44,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A45,a45,tb_only,tb_filtered_base,True,,,True,False,False,False,A45,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A46,a46,tb_only,tb_filtered_base,True,,,True,False,False,False,A46,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A47,a47,tb_only,tb_filtered_base,True,,,True,False,False,False,A47,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A48,a48,tb_only,tb_filtered_base,True,,,True,False,False,False,A48,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A49,a49,tb_only,tb_filtered_base,True,,,True,False,False,False,A49,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A50,a50,tb_only,tb_filtered_base,True,,,True,False,False,False,A50,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A51,a51,tb_only,tb_filtered_base,True,,,True,False,False,False,A51,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A52,a52,tb_only,tb_filtered_base,True,,,True,False,False,False,A52,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,A53,a53,tb_only,tb_filtered_base,True,,,True,False,False,False,A53,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,pt,Aaarrrggh,aaarrrggh,tb_only,tb_filtered_base,True,,,True,False,False,False,Aaarrrggh,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Aardala,aardala,tb_only,tb_filtered_base,True,,,True,False,False,False,Aardala,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,pt,Aaron,aaron,tb_only,tb_filtered_base,True,,,True,False,False,False,Aaron,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,pt,Aasimar,aasimar,tb_only,tb_filtered_base,True,,,True,False,False,False,Aasimar,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Aazimar,aazimar,tb_only,tb_filtered_base,True,,,True,False,False,False,Aazimar,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,pt,Ababor,ababor,tb_only,tb_filtered_base,True,,,True,False,False,False,Ababor,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abacabotas,abacabotas,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacabotas,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abacachila,abacachila,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacachila,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abacamáscara,abacamáscara,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacamáscara,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abacapa,abacapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacapa,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,pt,Abacaxila,abacaxila,tb_only,tb_filtered_base,True,,,True,False,False,False,Abacaxila,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abagage,abagage,tb_only,tb_filtered_base,True,,,True,False,False,False,Abagage,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,pt,Abaixatado,abaixatado,tb_only,tb_filtered_base,True,,,True,False,False,False,Abaixatado,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Abarro,abarro,tb_only,tb_filtered_base,True,,,True,False,False,False,Abarro,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,pt,Abastecimendo,abastecimendo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abastecimendo,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,pt,Abby,abby,tb_only,tb_filtered_base,True,,,True,False,False,False,Abby,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,pt,Abdomimpacto,abdomimpacto,tb_only,tb_filtered_base,True,,,True,False,False,False,Abdomimpacto,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Abdominação,abdominação,tb_only,tb_filtered_base,True,,,True,False,False,False,Abdominação,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Abdominável,abdominável,tb_only,tb_filtered_base,True,,,True,False,False,False,Abdominável,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,pt,Abdul,abdul,tb_only,tb_filtered_base,True,,,True,False,False,False,Abdul,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abebeh,abebeh,tb_only,tb_filtered_base,True,,,True,False,False,False,Abebeh,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abefun,abefun,tb_only,tb_filtered_base,True,,,True,False,False,False,Abefun,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,pt,Abele,abele,tb_only,tb_filtered_base,True,,,True,False,False,False,Abele,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
TOUCH,pt,Abeleza,abeleza,tb_only,tb_filtered_base,True,,,True,False,False,False,Abeleza,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,pt,Abely,abely,tb_only,tb_filtered_base,True,,,True,False,False,False,Abely,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Aberturinimigo,aberturinimigo,tb_only,tb_filtered_base,True,,,True,False,False,False,Aberturinimigo,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abewolu,abewolu,tb_only,tb_filtered_base,True,,,True,False,False,False,Abewolu,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abipaca,abipaca,tb_only,tb_filtered_base,True,,,True,False,False,False,Abipaca,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO,pt,Abissalino,abissalino,tb_only,tb_filtered_base,True,,,True,False,False,False,Abissalino,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,pt,Abjugardiel,abjugardiel,tb_only,tb_filtered_base,True,,,True,False,False,False,Abjugardiel,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Ablabzão,ablabzão,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablabzão,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,pt,Ablaru,ablaru,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablaru,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAKFU,pt,Ablasador,ablasador,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablasador,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Ablívio,ablívio,tb_only,tb_filtered_base,True,,,True,False,False,False,Ablívio,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abmarac,abmarac,tb_only,tb_filtered_base,True,,,True,False,False,False,Abmarac,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abobolição,abobolição,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobolição,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,pt,Abobomedo,abobomedo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobomedo,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,pt,Aboboraiaiai,aboboraiaiai,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboboraiaiai,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Aboboranha,aboboranha,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboboranha,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Aboborcego,aboborcego,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboborcego,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,pt,Aboborino,aboborino,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboborino,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Abobowada,abobowada,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobowada,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH | WAKFU,pt,Abobowado,abobowado,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobowado,,,,,kept_neologism,,,,TOUCH | WAKFU,2,2,tb_only,kept_neologism,
DOFUS,pt,Abobowinha,abobowinha,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobowinha,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Abobumelo,abobumelo,tb_only,tb_filtered_base,True,,,True,False,False,False,Abobumelo,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
TOUCH,pt,abobwinha,abobwinha,tb_only,tb_filtered_base,True,,,True,False,False,False,abobwinha,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
WAKFU,pt,Abomantável,abomantável,tb_only,tb_filtered_base,True,,,True,False,False,False,Abomantável,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
TOUCH,pt,Abominóbil,abominóbil,tb_only,tb_filtered_base,True,,,True,False,False,False,Abominóbil,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abomirol,abomirol,tb_only,tb_filtered_base,True,,,True,False,False,False,Abomirol,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,pt,Aboon,aboon,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboon,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Abordança,abordança,tb_only,tb_filtered_base,True,,,True,False,False,False,Abordança,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Aborigelo,aborigelo,tb_only,tb_filtered_base,True,,,True,False,False,False,Aborigelo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,pt,Aborrecinto,aborrecinto,tb_only,tb_filtered_base,True,,,True,False,False,False,Aborrecinto,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Abostecido,abostecido,tb_only,tb_filtered_base,True,,,True,False,False,False,Abostecido,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,pt,Aboub,aboub,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboub,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
TOUCH,pt,Aboum,aboum,tb_only,tb_filtered_base,True,,,True,False,False,False,Aboum,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,pt,Abraini,abraini,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraini,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Abrakadabra,abrakadabra,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakadabra,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,pt,Abrakadabrra,abrakadabrra,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakadabrra,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abrakapa,abrakapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakapa,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abraknyde,abraknyde,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraknyde,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,pt,Abrakobama,abrakobama,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrakobama,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAVEN,pt,Abral,abral,tb_only,tb_filtered_base,True,,,True,False,False,False,Abral,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAKFU,pt,Abrandom,abrandom,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrandom,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Abrarredura,abrarredura,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrarredura,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abraspinho,abraspinho,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraspinho,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abraspinhos,abraspinhos,tb_only,tb_filtered_base,True,,,True,False,False,False,Abraspinhos,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,pt,Abrazelon,abrazelon,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrazelon,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,pt,Abrescimento,abrescimento,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrescimento,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,pt,Abrigus,abrigus,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrigus,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
TOUCH,pt,Abrint,abrint,tb_only,tb_filtered_base,True,,,True,False,False,False,Abrint,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
WAKFU,pt,Absinteísmo,absinteísmo,tb_only,tb_filtered_base,True,,,True,False,False,False,Absinteísmo,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Absolum,absolum,tb_only,tb_filtered_base,True,,,True,False,False,False,Absolum,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Absowção,absowção,tb_only,tb_filtered_base,True,,,True,False,False,False,Absowção,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH | WAVEN,pt,Abst,abst,tb_only,tb_filtered_base,True,,,True,False,False,False,Abst,,,,,kept_neologism,,,,DOFUS | TOUCH | WAVEN,3,3,tb_only,kept_neologism,
WAVEN,pt,Absts,absts,tb_only,tb_filtered_base,True,,,True,False,False,False,Absts,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Abub,abub,tb_only,tb_filtered_base,True,,,True,False,False,False,Abub,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,pt,Abubado,abubado,tb_only,tb_filtered_base,True,,,True,False,False,False,Abubado,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,pt,Abum,abum,tb_only,tb_filtered_base,True,,,True,False,False,False,Abum,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,pt,Abusoleto,abusoleto,tb_only,tb_filtered_base,True,,,True,False,False,False,Abusoleto,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,pt,Abutrotem,abutrotem,tb_only,tb_filtered_base,True,,,True,False,False,False,Abutrotem,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,pt,Abutrovão,abutrovão,tb_only,tb_filtered_base,True,,,True,False,False,False,Abutrovão,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abutrovão-Visual,abutrovão-visual,tb_only,tb_filtered_base,True,,,True,False,False,False,Abutrovão-Visual,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abwakwadabwa,abwakwadabwa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abwakwadabwa,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,pt,Abëthik,abëthik,tb_only,tb_filtered_base,True,,,True,False,False,False,Abëthik,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH | WAKFU | WAVEN,pt,Abóbowa,abóbowa,tb_only,tb_filtered_base,True,,,True,False,False,False,Abóbowa | abóbowa,,,,,kept_neologism,,,,DOFUS | TOUCH | WAKFU | WAVEN,4,5,tb_only,kept_neologism,
DOFUS | TOUCH | WAVEN,pt,Abóbowas,abóbowas,tb_only,tb_filtered_base,True,,,True,False,False,False,Abóbowas | abóbowas,,,,,kept_neologism,,,,DOFUS | TOUCH | WAVEN,3,4,tb_only,kept_neologism,
WAKFU,pt,Abóbowavencível,abóbowavencível,tb_only,tb_filtered_base,True,,,True,False,False,False,Abóbowavencível,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | TOUCH,pt,Abópota,abópota,tb_only,tb_filtered_base,True,,,True,False,False,False,Abópota,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
TOUCH,pt,abópotas,abópotas,tb_only,tb_filtered_base,True,,,True,False,False,False,abópotas,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
RETRO,pt,Acabague,acabague,tb_only,tb_filtered_base,True,,,True,False,False,False,Acabague,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,pt,Acajoule,acajoule,tb_only,tb_filtered_base,True,,,True,False,False,False,Acajoule,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO,pt,Acaplut,acaplut,tb_only,tb_filtered_base,True,,,True,False,False,False,Acaplut,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
TOUCH,pt,Accio,accio,tb_only,tb_filtered_base,True,,,True,False,False,False,Accio,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,pt,Accompli,accompli,tb_only,tb_filtered_base,True,,,True,False,False,False,Accompli,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Ace,ace,tb_only,tb_filtered_base,True,,,True,False,False,False,Ace,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Acebavec,acebavec,tb_only,tb_filtered_base,True,,,True,False,False,False,Acebavec,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,pt,Acebugu,acebugu,tb_only,tb_filtered_base,True,,,True,False,False,False,Acebugu,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
